id,title,popularity,rating,price,cuisine,phone,food_rating,service_rating,value_rating,atmosphere_rating,price_range,feature,mon,tue,wed,thu,fri,sat,sun,address,description
30,Mama's on Washington Square,"#31 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,"American,Cafe",+1 415-362-6421,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,$20,"Takeout, Seating, Waitstaff, Highchairs Available",,8:00 am - 3:00 pm,8:00 am - 3:00 pm,8:00 am - 3:00 pm,8:00 am - 3:00 pm,8:00 am - 3:00 pm,8:00 am - 3:00 pm,"1701 Stockton St,San Francisco, CA 94133-2914","Address:1701 Stockton St,San Francisco, CA 94133-2914Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;North Beach / Telegraph HillNeighborhood: North Beach / Telegraph HillPhone Number:+1 415-362-6421trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
31,Super Duper Burgers,"#32 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$,"American,Fast Food",+1 415-538-8600,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,,"Takeout, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol",7:30 am - 11:00 pm,7:30 am - 11:00 pm,7:30 am - 11:00 pm,7:30 am - 11:30 pm,7:30 am - 11:30 pm,10:30 am - 11:30 pm,10:30 am - 10:00 pm,"721 Market St,San Francisco, CA 94103-2101","Address:721 Market St,San Francisco, CA 94103-2101Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SoMaNeighborhood: SoMaPhone Number:+1 415-538-8600trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
32,Dottie's True Blue Cafe,"#33 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,"American,Cafe",+1 415-885-2767,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,$20,"Takeout, Seating, Waitstaff, Highchairs Available, Wheelchair Accessible, Serves Alcohol",7:30 am - 3:00 pm,,,7:30 am - 3:00 pm,7:30 am - 3:00 pm,7:30 am - 4:00 pm,7:30 am - 4:00 pm,"28 6th St,San Francisco, CA 94103-1602","Address:28 6th St,San Francisco, CA 94103-1602Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SoMaNeighborhood: SoMaPhone Number:+1 415-885-2767trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
33,Harris' Steakhouse,"#34 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$$$,"American,Steakhouse",+1 415-673-1888,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,4.5 of 5 bubbles,$31 -$50,"Reservations, Private Dining, Seating, Waitstaff, Valet Parking, Wheelchair Accessible, Serves Alcohol, Full Bar",5:30 pm - 9:30 pm,5:30 pm - 9:30 pm,5:30 pm - 9:30 pm,5:30 pm - 9:30 pm,5:30 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 9:30 pm,"2100 Van Ness Ave,San Francisco, CA 94109","Address:2100 Van Ness Ave,San Francisco, CA 94109(Pacific)Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Nob HillNeighborhood: Nob HillPhone Number:+1 415-673-1888trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
34,Perbacco,"#35 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$$$,"Italian,Gluten Free Options",+1 415-955-0663,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,$41 -$80,"Reservations, Private Dining, Seating, Waitstaff, Valet Parking, Wheelchair Accessible, Serves Alcohol, Full Bar",11:30 am - 2:30 pm,11:30 am - 2:30 pm,11:30 am - 2:30 pm,11:30 am - 2:30 pm,11:30 am - 2:30 pm,5:30 pm - 10:00 pm,,"230 California St,San Francisco, CA 94111-4301","Address:230 California St,San Francisco, CA 94111-4301(Battery)Public Transportation:Bart: Montgomery station. Muni: Market and 1st St. stops.Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Financial DistrictNeighborhood: Financial DistrictPhone Number:+1 415-955-0663trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
35,The Grove,"#36 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,"American,Cafe,Vegetarian Friendly,Gluten Free Options",+1 415-957-0558,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,4.5 of 5 bubbles,,"Takeout, Outdoor Seating, Seating, Waitstaff, Highchairs Available, Wheelchair Accessible, Serves Alcohol",7:00 am - 11:00 pm,7:00 am - 11:00 pm,7:00 am - 11:00 pm,7:00 am - 11:00 pm,7:00 am - 11:00 pm,8:00 am - 11:00 pm,8:00 am - 11:00 pm,"690 Mission St,Financial District,San Francisco, CA 94105","Address:690 Mission St,Financial District,San Francisco, CA 94105Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SoMaNeighborhood: SoMaPhone Number:+1 415-957-0558trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
36,Za Pizza,"#37 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$,"Italian,Pizza",+1 415-771-3100,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,$20,"Delivery, Takeout, Seating, Waitstaff, Television, Serves Alcohol, Wheelchair Accessible",12:00 pm - 10:00 pm,12:00 pm - 10:00 pm,12:00 pm - 10:00 pm,12:00 pm - 11:00 pm,12:00 pm - 11:00 pm,12:00 pm - 11:00 pm,12:00 pm - 10:00 pm,"1919 Hyde St,San Francisco, CA 94109-2014","Address:1919 Hyde St,San Francisco, CA 94109-2014Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Russian HillNeighborhood: Russian HillPhone Number:+1 415-771-3100trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
37,Nob Hill Cafe,"#38 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,"Italian,Gluten Free Options",+1 415-776-6500,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,$21 -$30,"Takeout, Outdoor Seating, Seating, Waitstaff, Serves Alcohol",11:00 am - 3:00 pm,11:00 am - 3:00 pm,11:00 am - 3:00 pm,11:00 am - 3:00 pm,11:00 am - 3:00 pm,11:00 am - 3:00 pm,11:00 am - 3:00 pm,"1152 Taylor St,San Francisco, CA 94108-1916","Address:1152 Taylor St,San Francisco, CA 94108-1916Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Nob HillNeighborhood: Nob HillPhone Number:+1 415-776-6500trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
38,Pat's Cafe,"#39 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,"American,Cafe",+1 415-776-8735,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,4.5 of 5 bubbles,$20,"Takeout, Seating, Waitstaff, Wheelchair Accessible, Free Wifi",7:30 am - 2:30 pm,7:30 am - 2:30 pm,7:30 am - 9:00 pm,7:30 am - 9:00 pm,7:30 am - 10:00 pm,7:30 am - 10:00 pm,7:30 am - 2:30 pm,"2330 Taylor St,San Francisco, CA 94133-1810","Address:2330 Taylor St,San Francisco, CA 94133-1810(Chestnut St)Public Transportation:Mason-Taylor Cable Car Bus Lines 30, 8,Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;North Beach / Telegraph HillNeighborhood: North Beach / Telegraph HillPhone Number:+1 415-776-8735trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
39,Scoma's,"#40 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$$$,"Italian, Wine Bar,American,Seafood,Gluten Free Options",4157714383,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,$31 -$50,"Takeout, Parking Available, Validated Parking, Valet Parking, Television, Serves Alcohol, Full Bar, Free Wifi, Private Dining, Seating, Waitstaff, Free Off-Street Parking, Highchairs Available, Wheelchair Accessible, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Accepts Discover",11:00 am - 9:30 pm,11:00 am - 9:30 pm,11:00 am - 9:30 pm,11:00 am - 9:30 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 9:30 pm,"1965 Al Scoma Way,Pier 47,San Francisco, CA 94133-1044","Address:1965 Al Scoma Way,Pier 47,San Francisco, CA 94133-1044(Jefferson Street)Public Transportation:Muni - #10, #15, #30, #47 Street Car - F Line Cable CarLocation:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Fisherman’s WharfNeighborhood: Fisherman’s WharfPhone Number:4157714383trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
40,Fog Harbor Fish House,"#41 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,"American,Seafood,Soups,Gluten Free Options",+1 415-421-2442,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,4.5 of 5 bubbles,$15 -$20,"Takeout, Reservations, Seating, Waitstaff, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi",11:00 am - 9:00 pm,11:00 am - 9:00 pm,11:00 am - 9:00 pm,11:00 am - 9:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 9:00 pm,"39 Pier,San Francisco, CA 94133-1006","Address:39 Pier,San Francisco, CA 94133-1006(Embarcadero)Public Transportation:F-line,10 & 15 stops right in front of PIER 39. BART: 510.465.2278 MUNI & Cable Cars: 415.673.6864 Alameda/Oakland Ferry: 510.522.3300 Vallejo Ferry: 415.705.5444 Sausalito & Tiburon Ferry: 415.705.5444Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Fisherman’s WharfNeighborhood: Fisherman’s WharfPhone Number:+1 415-421-2442trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
41,Buena Vista Cafe,"#42 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,"American,Irish, Bar,Cafe,Pub,Delicatessen",+1 415-474-5044,4 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,4.5 of 5 bubbles,,"Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Full Bar",9:00 am - 2:00 am,9:00 am - 2:00 am,9:00 am - 2:00 am,9:00 am - 2:00 am,9:00 am - 2:00 am,8:00 am - 2:00 am,8:00 am - 2:00 am,"2765 Hyde St,Fisherman's Wharf,San Francisco, CA 94109-1222","Address:2765 Hyde St,Fisherman's Wharf,San Francisco, CA 94109-1222Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Fisherman’s WharfNeighborhood: Fisherman’s WharfPhone Number:+1 415-474-5044trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
42,Cliff House,"#43 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,"American,Seafood,Soups",+1 415-386-3330,4 of 5 bubbles,4.5 of 5 bubbles,3.5 of 5 bubbles,4.5 of 5 bubbles,$40,"Reservations, Private Dining, Seating, Waitstaff, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar",,,,,,,10:00 am - 12:00 am,"1090 Point Lobos Ave,San Francisco, CA 94121-1449","Address:1090 Point Lobos Ave,San Francisco, CA 94121-1449Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-386-3330trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
43,The House,"#44 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,"Asian,Fusion",+1 415-986-8612,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,3.5 of 5 bubbles,$25 -$100,"Reservations, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol",5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,11:30 am - 3:00 pm,11:30 am - 3:00 pm,5:30 pm - 10:00 pm,"1230 Grant Ave,San Francisco, CA 94133-3910","Address:1230 Grant Ave,San Francisco, CA 94133-3910Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;North Beach / Telegraph HillNeighborhood: North Beach / Telegraph HillPhone Number:+1 415-986-8612trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
44,Sam's Diner,"#45 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,"American, Diner,Gluten Free Options",+1 415-626-8590,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,$8 -$20,"Takeout, Seating, Waitstaff, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Discover",6:30 am - 10:00 pm,6:30 am - 10:00 pm,6:30 am - 10:00 pm,6:30 am - 10:00 pm,6:30 am - 10:00 pm,6:30 am - 10:00 pm,6:30 am - 10:00 pm,"1220 Market St.,San Francisco, CA 94102","Address:1220 Market St.,San Francisco, CA 94102Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Civic CenterNeighborhood: Civic CenterPhone Number:+1 415-626-8590trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
45,Hakkasan San Francisco,"#46 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$$$,"Chinese,Asian",+1 415-829-8148,4.5 of 5 bubbles,4.5 of 5 bubbles,3.5 of 5 bubbles,4.5 of 5 bubbles,$50 -$50,"Reservations, Private Dining, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Full Bar",11:30 am - 2:30 pm,11:30 am - 2:30 pm,11:30 am - 2:30 pm,11:30 am - 2:30 pm,11:30 am - 2:30 pm,5:30 pm - 11:00 pm,,"1 Kearny St,San Francisco, CA 94108-5549","Address:1 Kearny St,San Francisco, CA 94108-5549(Market Street & Geary Street)Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Union SquareNeighborhood: Union SquarePhone Number:+1 415-829-8148trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
46,Epic Steak,"#47 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$$$,"American,Steakhouse,Gluten Free Options",+1 415-369-9955,4 of 5 bubbles,4 of 5 bubbles,3.5 of 5 bubbles,4.5 of 5 bubbles,$25 -$100,"Reservations, Private Dining, Seating, Waitstaff, Valet Parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Outdoor Seating",5:30 pm - 9:30 pm,5:30 pm - 9:30 pm,11:30 am - 9:30 pm,11:30 am - 9:30 pm,11:30 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 9:30 pm,"369 The Embarcadero,San Francisco, CA 94105","Address:369 The Embarcadero,San Francisco, CA 94105(Harrison and Folsom)Public Transportation:If traveling by MUNI you may take the N-Judah, T-Third, or J-Church lines to the Folsom Station.Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SoMaNeighborhood: SoMaPhone Number:+1 415-369-9955trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
47,Joanie's Happy Days Diner,"#48 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,"American,Cafe, Diner",+1 415-928-4343,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,$20,"Takeout, Outdoor Seating, Seating, Waitstaff, Highchairs Available, Wheelchair Accessible",6:00 am - 2:30 pm,6:00 am - 2:30 pm,6:00 am - 2:30 pm,6:00 am - 2:30 pm,6:00 am - 2:30 pm,6:00 am - 2:30 pm,6:00 am - 2:30 pm,"1329 Columbus Ave,San Francisco, CA 94133-1331","Address:1329 Columbus Ave,San Francisco, CA 94133-1331Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Fisherman’s WharfNeighborhood: Fisherman’s WharfPhone Number:+1 415-928-4343trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
48,La Mar Cebicheria Peruana,"#49 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$$$,"Peruvian,Latin,Seafood,South American",+1 415-397-8880,4.5 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,4.5 of 5 bubbles,$25 -$100,"Reservations, Outdoor Seating, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi",11:30 am - 2:30 pm,11:30 am - 2:30 pm,11:30 am - 2:30 pm,11:30 am - 2:30 pm,11:30 am - 2:30 pm,12:00 pm - 2:00 pm,5:30 pm - 9:00 pm,"Pier 1.5 Embarcadero,San Francisco, CA 94111","Address:Pier 1.5 Embarcadero,San Francisco, CA 94111(Washington and The Embarcadero)Public Transportation:Muni: To Embarcadero & Washington or Steuart & Market BART: To Embarcadero Station Ferry Service: Service to Marin County and Alameda at the Ferry Building. Public Water Taxi Service: There is a public pier behind the restaurant, for small boats to park free for a maximum of 3 hours.Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-397-8880trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
49,Amber,"#50 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,"Indian,Gluten Free Options",+1 415-777-0500,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,4.5 of 5 bubbles,$30 -$100,"Takeout, Reservations, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Full Bar, Buffet",5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,11:30 am - 2:30 pm,5:00 pm - 10:30 pm,5:00 pm - 10:00 pm,"25 Yerba Buena Ln,San Francisco, CA 94103-3183","Address:25 Yerba Buena Ln,San Francisco, CA 94103-3183(4th & Market)Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SoMaNeighborhood: SoMaPhone Number:+1 415-777-0500trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
50,Mo's Grill,"#51 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$,"American, Diner",+1 415-788-3779,4.5 of 5 bubbles,4 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,$20,"Takeout, Seating, Waitstaff, Television, Wheelchair Accessible, Serves Alcohol",8:30 am - 10:30 pm,8:30 am - 10:30 pm,8:30 am - 10:30 pm,8:30 am - 10:30 pm,8:30 am - 11:30 pm,8:30 am - 11:30 pm,8:30 am - 10:30 pm,"1322 Grant Ave,San Francisco, CA 94133-3904","Address:1322 Grant Ave,San Francisco, CA 94133-3904Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;North Beach / Telegraph HillNeighborhood: North Beach / Telegraph HillPhone Number:+1 415-788-3779trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
51,State Bird Provisions,"#52 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$$$,American,+1 415-795-1272,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,,"Reservations, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol",5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,5:30 pm - 11:00 pm,5:30 pm - 11:00 pm,5:30 pm - 10:00 pm,"1529 Fillmore St.,San Francisco, CA 94115","Address:1529 Fillmore St.,San Francisco, CA 94115Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-795-1272trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
52,Ryoko Restaurant & Bar,"#53 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,"Japanese,Sushi,Asian",+1 415-775-1028,4.5 of 5 bubbles,4 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,$8,"Takeout, Seating, Waitstaff, Serves Alcohol, Full Bar",6:00 pm - 2:00 am,6:00 pm - 2:00 am,6:00 pm - 2:00 am,6:00 pm - 2:00 am,6:00 pm - 2:00 am,6:00 pm - 2:00 am,6:00 pm - 2:00 am,"619 Taylor St,San Francisco, CA 94102-1020","Address:619 Taylor St,San Francisco, CA 94102-1020Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-775-1028trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
53,Sanraku Japanese Restaurant,"#54 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,"Japanese,Sushi,Asian,Gluten Free Options",+1 415-771-0803,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,$30,"Takeout, Reservations, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol",11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,4:00 pm - 10:00 pm,"704 Sutter St,San Francisco, CA 94109","Address:704 Sutter St,San Francisco, CA 94109Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-771-0803trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
54,City View Restaurant,"#55 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,"Chinese,Asian",+1 415-398-2838,4.5 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,$20,"Takeout, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Reservations, Highchairs Available",11:30 am - 2:30 pm,11:30 am - 2:30 pm,11:30 am - 2:30 pm,11:30 am - 2:30 pm,11:30 am - 2:30 pm,,,"662 Commercial St,San Francisco, CA 94111-2504","Address:662 Commercial St,San Francisco, CA 94111-2504Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Financial DistrictNeighborhood: Financial DistrictPhone Number:+1 415-398-2838trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
55,Slanted Door,"#56 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,"Asian,Vietnamese",+1 415-861-8032,4.5 of 5 bubbles,4 of 5 bubbles,3.5 of 5 bubbles,4 of 5 bubbles,$9 -$50,"Takeout, Reservations, Outdoor Seating, Private Dining, Seating, Waitstaff, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar",2:30 pm - 4:30 pm,2:30 pm - 4:30 pm,2:30 pm - 4:30 pm,2:30 pm - 4:30 pm,2:30 pm - 4:30 pm,2:30 pm - 4:30 pm,11:30 am - 3:00 pm,"1 Ferry Building Ste 3,San Francisco, CA 94111-4227","Address:1 Ferry Building Ste 3,San Francisco, CA 94111-4227(On Embarcadero between Mission and Clay St.)Public Transportation:The Ferry building is served by public transportation: Muni, Golden Gate Transit, Bart, F Train. Ferry service is available with Golden Gate Ferry, Blue and Gold Fleet and Bay Link Ferries. For more information, visit www.transitinfo.org and www.sfport.comLocation:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-861-8032trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
56,Tommy's Joynt,"#57 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$,"American, Bar,Delicatessen,Pub",+1 415-775-4216,4.5 of 5 bubbles,4 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,$20,"Takeout, Seating, Waitstaff, Television, Wheelchair Accessible, Serves Alcohol, Full Bar",10:00 am - 1:30 am,10:00 am - 1:30 am,10:00 am - 1:30 am,10:00 am - 1:30 am,10:00 am - 1:30 am,10:00 am - 1:30 am,10:00 am - 1:30 am,"1101 Geary Blvd,San Francisco, CA 94109-6815","Address:1101 Geary Blvd,San Francisco, CA 94109-6815Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-775-4216trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
57,Yank Sing - Stevenson St.,"#58 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,"Chinese,Asian",+1 415-541-4949,4.5 of 5 bubbles,4 of 5 bubbles,3.5 of 5 bubbles,4 of 5 bubbles,$20 -$30,"Takeout, Reservations, Seating, Waitstaff, Highchairs Available, Wheelchair Accessible, Serves Alcohol",11:00 am - 3:00 pm,11:00 am - 3:00 pm,11:00 am - 3:00 pm,11:00 am - 3:00 pm,11:00 am - 3:00 pm,10:00 am - 4:00 pm,10:00 am - 4:00 pm,"49 Stevenson St,San Francisco, CA 94105-2909","Address:49 Stevenson St,San Francisco, CA 94105-2909Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SoMaNeighborhood: SoMaPhone Number:+1 415-541-4949trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
58,Mourad,"#59 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$$$,"Moroccan,Mediterranean,Gluten Free Options",+1 415-660-2500,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,,"Reservations, Private Dining, Seating, Waitstaff, Valet Parking, Wheelchair Accessible, Serves Alcohol, Full Bar",5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,"140 New Montgomery St,San Francisco, CA 94105-3705","Address:140 New Montgomery St,San Francisco, CA 94105-3705Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SoMaNeighborhood: SoMaPhone Number:+1 415-660-2500trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
