id,title,yelpPage,categories,price,rating,mon,tue,wed,thu,fri,sat,sun,addr,phone,reservations,delivery,takeout,creditCard,applePay,goodFor,parking,bikeParking,goodForKids,goodForGroups,attire,ambience,noiseLevel,alcohol,outdoorSeating,wifi,hasTV,waiterService,caters,driveThrough
1283,1601 Bar &amp; Kitchen,http://www.yelp.com/ /biz/1601-bar-and-kitchen-san-francisco,"Asian Fusion,Wine Bars,Sri Lankan",$31-60,4.0 star rating,Closed,6:00 pm-10:00 pm,6:00 pm-10:00 pm,6:00 pm-10:00 pm,6:00 pm-11:00 pm,6:00 pm-11:00 pm,Closed,"1601 Howard StSan Francisco, CA 94103",(415) 552-1601,Yes,No,Yes,Yes,No,Dinner,"Garage, Street",Yes,No,Yes,Casual,Trendy,Average,Beer & Wine Only,Yes,No,No,Yes,No,
1284,Aatxe,http://www.yelp.com/ /biz/aatxe-san-francisco-2,"Tapas/Small Plates,Spanish",$31-60,4.0 star rating,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-11:00 pm,5:30 pm-11:00 pm,5:30 pm-10:00 pm,"2174 Market StSan Francisco, CA 94114",(415) 471-2977,Yes,No,No,Yes,No,Dinner,Street,Yes,No,Yes,Casual,Trendy,Loud,Full Bar,No,Free,No,Yes,Yes,
1285,Zuni Café,http://www.yelp.com/ /biz/zuni-caf%C3%A9-san-francisco-3,"American (New),Salad,Cafes",$31-60,3.5 star rating,Closed,11:30 am-11:00 pm,11:30 am-11:00 pm,11:30 am-11:00 pm,11:30 am-12:00 am,11:30 am-12:00 am,11:00 am-11:00 pm,"1658 Market StSan Francisco, CA 94102",(415) 552-2522,Yes,No,No,Yes,No,Dinner,Street,Yes,No,Yes,Casual,,Average,Full Bar,Yes,No,No,Yes,No,
1286,Commonwealth,http://www.yelp.com/ /biz/commonwealth-san-francisco,American (New),$31-60,4.0 star rating,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-11:00 pm,5:30 pm-11:00 pm,5:30 pm-10:00 pm,"2224 Mission StSan Francisco, CA 94110",(415) 355-1500,Yes,No,No,Yes,No,Dinner,Private Lot,Yes,No,No,Casual,,Average,Beer & Wine Only,No,No,No,Yes,No,
1287,DOSA on Fillmore,http://www.yelp.com/ /biz/dosa-on-fillmore-san-francisco-3,Indian,$31-60,4.0 star rating,5:30 pm-10:00 pm,5:30 pm-11:00 pm,5:30 pm-11:00 pm,11:30 am-2:30 pm5:30 pm-11:00 pm,11:30 am-2:30 pm5:30 pm-12:00 am,11:30 am-3:00 pm5:30 pm-12:00 am,11:30 am-3:00 pm5:30 pm-10:00 pm,"1700 Fillmore StSan Francisco, CA 94115",(415) 441-3672,Yes,No,Yes,Yes,Yes,Dinner,"Garage, Street",Yes,No,Yes,Casual,Trendy,Average,Full Bar,No,No,No,Yes,Yes,
1288,Aster,http://www.yelp.com/ /biz/aster-san-francisco,"American (New),Breakfast & Brunch,Beer, Wine & Spirits",$31-60,4.0 star rating,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:30 pm,10:30 am-2:00 pm5:30 pm-10:30 pm,10:30 am-2:00 pm5:30 pm-10:00 pm,"1001 Guerrero StSan Francisco, CA 94110",(415) 875-9810,Yes,No,No,Yes,No,Dinner,"Garage, Street",Yes,No,Yes,Casual,,Average,Beer & Wine Only,No,No,No,Yes,No,
1289,Capannina,http://www.yelp.com/ /biz/capannina-san-francisco,Italian,$31-60,4.0 star rating,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:30 pm,5:00 pm-10:30 pm,5:00 pm-10:00 pm,"1809 Union StSan Francisco, CA 94123",(415) 409-8001,Yes,No,No,Yes,No,Dinner,Street,Yes,No,Yes,Casual,Romantic,Average,Beer & Wine Only,Yes,No,No,Yes,No,
1290,Mourad Restaurant,http://www.yelp.com/ /biz/mourad-restaurant-san-francisco,"Moroccan,American (New)",$31-60,4.0 star rating,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,"140 New Montgomery StSan Francisco, CA 94105",(415) 660-2500,Yes,No,No,Yes,No,Dinner,Valet,No,No,Yes,Dressy,Trendy,Average,Full Bar,No,No,No,Yes,No,
1291,Kabuto Restaurant,http://www.yelp.com/ /biz/kabuto-restaurant-san-francisco,"Sushi Bars,Japanese",$31-60,4.0 star rating,Closed,11:30 am-2:30 pm5:30 pm-10:30 pm,11:30 am-2:30 pm5:30 pm-10:30 pm,11:30 am-2:30 pm5:30 pm-10:30 pm,11:30 am-2:30 pm5:30 pm-10:30 pm,11:30 am-2:30 pm5:30 pm-10:30 pm,5:00 pm-9:30 pm,"5121 Geary BlvdSan Francisco, CA 94118",(415) 752-5652,Yes,No,Yes,Yes,No,Dinner,Street,Yes,No,No,Casual,Casual,Average,Beer & Wine Only,No,No,No,Yes,No,
1292,Allegro Romano,http://www.yelp.com/ /biz/allegro-romano-san-francisco,"Italian,Seafood",$31-60,4.0 star rating,5:30 pm-9:30 pm,5:30 pm-9:30 pm,5:30 pm-9:30 pm,5:00 pm-9:30 pm,5:00 pm-9:30 pm,5:00 pm-9:30 pm,Closed,"1701 Jones StSan Francisco, CA 94109",(415) 928-4002,Yes,No,Yes,Yes,No,Dinner,Valet,Yes,No,No,Dressy,"Intimate, Romantic",Average,Beer & Wine Only,No,No,No,Yes,No,
1293,Garibaldi’s,http://www.yelp.com/ /biz/garibaldis-san-francisco,American (New),$31-60,4.0 star rating,11:30 am-2:30 pm5:30 pm-9:30 pm,11:30 am-2:30 pm5:30 pm-9:30 pm,11:30 am-2:30 pm5:30 pm-9:30 pm,11:30 am-2:30 pm5:30 pm-10:00 pm,11:30 am-2:30 pm5:30 pm-10:30 pm,5:30 pm-10:30 pm,5:00 pm-9:00 pm,"347 Presidio AveSan Francisco, CA 94115",(415) 563-8841,Yes,No,Yes,Yes,No,Dinner,Street,No,No,Yes,Dressy,Classy,Average,Full Bar,No,Free,No,Yes,No,
1294,Press Club,http://www.yelp.com/ /biz/press-club-san-francisco,"Wine Bars,Venues & Event Spaces",Pricey,4.0 star rating,4:00 pm-11:00 pm,4:00 pm-11:00 pm,4:00 pm-11:00 pm,4:00 pm-11:00 pm,2:00 pm-12:00 am,2:00 pm-12:00 am,3:00 pm-8:00 pm,"20 Yerba Buena LnSan Francisco, CA 94103",(415) 744-5000,Yes,,,Yes,Yes,,Garage,Yes,,Yes,,Classy,Average,Beer & Wine Only,No,,Yes,,,
1295,Yuzuki Japanese Eatery,http://www.yelp.com/ /biz/yuzuki-japanese-eatery-san-francisco,Izakaya,$31-60,4.0 star rating,Closed,Closed,6:00 pm-10:30 pm,6:00 pm-10:30 pm,6:00 pm-10:30 pm,5:30 pm-10:30 pm,5:30 pm-9:30 pm,"598 Guerrero StSan Francisco, CA 94110",(415) 556-9898,Yes,No,No,Yes,No,Dinner,Street,Yes,No,Yes,Casual,,Average,Beer & Wine Only,No,No,No,Yes,No,
1296,Cockscomb,http://www.yelp.com/ /biz/cockscomb-san-francisco,"Bars,American (New),Live/Raw Food",$31-60,4.0 star rating,11:30 am-1:30 pm5:00 pm-11:00 pm,11:30 am-1:30 pm5:00 pm-11:00 pm,11:30 am-1:30 pm5:00 pm-11:00 pm,11:30 am-1:30 pm5:00 pm-11:00 pm,11:30 am-1:30 pm5:00 pm-11:00 pm,5:00 pm-11:00 pm,Closed,"564 4th StSan Francisco, CA 94107",(415) 974-0700,Yes,No,No,Yes,No,Dinner,Street,Yes,No,Yes,Casual,Trendy,Average,Full Bar,No,No,No,Yes,No,
1297,Isa Restaurant,http://www.yelp.com/ /biz/isa-restaurant-san-francisco,"French,Gluten-Free,Venues & Event Spaces",$31-60,4.0 star rating,Closed,5:30 pm-9:30 pm,5:30 pm-9:30 pm,5:30 pm-9:30 pm,5:30 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-9:00 pm,"3324 Steiner StSan Francisco, CA 94123",(415) 567-9588,Yes,No,Yes,Yes,No,Dinner,Street,Yes,No,Yes,Casual,Romantic,Average,Beer & Wine Only,Yes,No,No,Yes,No,
1298,Ristorante Milano,http://www.yelp.com/ /biz/ristorante-milano-san-francisco,Italian,$31-60,4.0 star rating,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:30 pm,5:30 pm-10:30 pm,5:00 pm-10:00 pm,"1448 Pacific AveSan Francisco, CA 94109",(415) 673-2961,Yes,No,Yes,Yes,,Dinner,Street,Yes,No,No,Casual,Romantic,Average,Beer & Wine Only,No,No,No,Yes,No,
1299,Terzo,http://www.yelp.com/ /biz/terzo-san-francisco,"Mediterranean,Tapas/Small Plates",$31-60,4.0 star rating,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-11:00 pm,5:30 pm-11:00 pm,5:30 pm-10:00 pm,"3011 Steiner StSan Francisco, CA 94123",(415) 441-3200,Yes,No,Yes,Yes,No,Dinner,"Valet, Garage, Street",No,No,Yes,Casual,Romantic,Average,Beer & Wine Only,Yes,Free,No,Yes,No,
1300,Terroir Natural Wine Merchant,http://www.yelp.com/ /biz/terroir-natural-wine-merchant-san-francisco,"Wine Bars,Venues & Event Spaces,Beer, Wine & Spirits",Pricey,4.0 star rating,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-12:00 am,4:00 pm-2:00 am,5:00 pm-2:00 am,4:00 pm-9:00 pm,"1116 Folsom StSan Francisco, CA 94103",(415) 558-9946,No,,No,Yes,,,Street,Yes,,Yes,,Intimate,Average,Beer & Wine Only,No,,No,,,
1301,Garçon,http://www.yelp.com/ /biz/gar%C3%A7on-san-francisco-3,French,$31-60,4.0 star rating,Closed,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-11:00 pm,5:30 pm-11:00 pm,Closed,"1101 Valencia StSan Francisco, CA 94110",(415) 401-8959,Yes,No,Yes,Yes,No,Dinner,"Garage, Street",No,No,Yes,Casual,,Average,Full Bar,Yes,No,No,Yes,No,
1302,Izakaya Rintaro,http://www.yelp.com/ /biz/izakaya-rintaro-san-francisco,"Tapas/Small Plates,Izakaya",$31-60,4.0 star rating,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,11:30 am-2:00 pm5:30 pm-10:00 pm,11:30 am-2:00 pm5:00 pm-10:30 pm,11:30 am-2:00 pm5:00 pm-10:30 pm,5:00 pm-9:30 pm,"82 14th StSan Francisco, CA 94103",(415) 589-7022,Yes,No,No,Yes,No,Dinner,Street,No,No,Yes,Casual,,Average,Beer & Wine Only,Yes,No,No,Yes,Yes,
1303,Zushi Puzzle,http://www.yelp.com/ /biz/zushi-puzzle-san-francisco-2,"Sushi Bars,Japanese",$31-60,4.0 star rating,5:00 pm-10:30 pm,5:00 pm-10:30 pm,5:00 pm-10:30 pm,5:00 pm-10:30 pm,5:00 pm-10:30 pm,5:00 pm-10:30 pm,Closed,"1910 Lombard StSan Francisco, CA 94123",(415) 931-9319,Yes,No,Yes,Yes,No,Dinner,Street,Yes,No,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,No,Yes,No,
1304,Albona Ristorante Istriano,http://www.yelp.com/ /biz/albona-ristorante-istriano-san-francisco,Italian,$31-60,4.5 star rating,Closed,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-9:00 pm,"545 Francisco StSan Francisco, CA 94133",(415) 441-1040,Yes,No,Yes,Yes,No,Dinner,"Street, Private Lot",No,No,Yes,Casual,Intimate,Quiet,Beer & Wine Only,No,No,No,Yes,No,
1305,Hakkasan,http://www.yelp.com/ /biz/hakkasan-san-francisco-2,"American (New),Cantonese,Dim Sum",$31-60,4.0 star rating,11:30 am-2:30 pm5:30 pm-10:00 pm,11:30 am-2:30 pm5:30 pm-11:00 pm,11:30 am-2:30 pm5:30 pm-11:00 pm,11:30 am-2:30 pm5:30 pm-11:00 pm,11:30 am-2:30 pm5:30 pm-11:00 pm,11:30 am-3:00 pm5:30 pm-11:00 pm,Closed,"1 Kearny StSan Francisco, CA 94108",(415) 829-8148,Yes,No,No,Yes,No,Dinner,"Valet, Street",No,No,Yes,Dressy,Upscale,Average,Full Bar,No,No,No,Yes,No,
1306,1760,http://www.yelp.com/ /biz/1760-san-francisco,American (New),$31-60,4.0 star rating,5:00 pm-9:30 pm,5:30 pm-9:30 pm,5:30 pm-9:30 pm,5:30 pm-9:30 pm,5:30 pm-11:00 pm,5:30 pm-11:00 pm,5:30 pm-9:30 pm,"1760 Polk StSan Francisco, CA 94109",(415) 359-1212,Yes,No,No,Yes,No,Dinner,Street,Yes,No,Yes,Casual,Trendy,Average,Full Bar,No,No,No,Yes,No,
1307,Restaurant Jeanne D’ Arc,http://www.yelp.com/ /biz/restaurant-jeanne-d-arc-san-francisco,French,$31-60,4.0 star rating,Closed,5:30 pm-9:30 pm,5:30 pm-9:30 pm,5:30 pm-9:30 pm,5:30 pm-9:30 pm,5:30 pm-9:30 pm,Closed,"715 Bush StSan Francisco, CA 94108",(415) 421-3154,Yes,No,No,Yes,No,Dinner,"Garage, Street",No,No,Yes,Casual,Romantic,Quiet,Beer & Wine Only,No,Free,No,Yes,No,
1308,Piqueo’s,http://www.yelp.com/ /biz/piqueos-san-francisco,"Latin American,Peruvian",$31-60,4.0 star rating,5:00 pm-9:00 pm,5:00 pm-9:00 pm,5:00 pm-9:00 pm,5:00 pm-9:00 pm,5:00 pm-9:30 pm,5:00 pm-9:30 pm,5:00 pm-9:00 pm,"830 Cortland AveSan Francisco, CA 94110",(415) 282-8812,Yes,No,Yes,Yes,No,Dinner,Street,Yes,No,Yes,Casual,Intimate,Average,Beer & Wine Only,Yes,Free,No,Yes,No,
1309,Ruth’s Chris Steak House,http://www.yelp.com/ /biz/ruths-chris-steak-house-san-francisco,"Steakhouses,Wine Bars",$31-60,4.0 star rating,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:30 pm,5:00 pm-10:30 pm,4:30 pm-9:30 pm,"1601 Van Ness AveSan Francisco, CA 94109",(415) 673-0557,Yes,No,Yes,Yes,No,Dinner,Valet,No,No,Yes,Dressy,Classy,Average,Full Bar,No,No,No,Yes,No,
1310,Nihon Whisky Lounge,http://www.yelp.com/ /biz/nihon-whisky-lounge-san-francisco,"Japanese,Lounges,Whiskey Bars",$31-60,3.5 star rating,Closed,5:30 pm-1:30 am,5:30 pm-1:30 am,5:30 pm-1:30 am,5:30 pm-1:30 am,5:30 pm-1:30 am,Closed,"1779 Folsom StSan Francisco, CA 94103",(415) 552-4400,Yes,No,No,Yes,,Dinner,Street,Yes,No,Yes,Casual,Trendy,Average,Full Bar,No,No,No,Yes,No,
1311,San Francisco Champagne Society,http://www.yelp.com/ /biz/san-francisco-champagne-society-san-francisco,Champagne Bars,Pricey,5.0 star rating,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,"1097 Howard StSan Francisco, CA 94103",,Yes,,,Yes,,,Street,No,,Yes,,,Quiet,Beer & Wine Only,No,,Yes,,,
1312,Flour + Water,http://www.yelp.com/ /biz/flour-water-san-francisco,"Italian,Pizza",$31-60,3.5 star rating,5:30 pm-11:00 pm,5:30 pm-11:00 pm,5:30 pm-11:00 pm,5:30 pm-11:00 pm,5:30 pm-12:00 am,5:30 pm-12:00 am,5:30 pm-11:00 pm,"2401 Harrison StSan Francisco, CA 94110",(415) 826-7000,Yes,No,No,Yes,No,Dinner,Street,Yes,No,No,Casual,Trendy,Average,Beer & Wine Only,No,No,No,Yes,No,
1313,1300 on Fillmore,http://www.yelp.com/ /biz/1300-on-fillmore-san-francisco,"Lounges,American (New),Venues & Event Spaces",$31-60,3.5 star rating,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-11:00 pm,5:30 pm-11:00 pm,5:00 pm-10:00 pm,"1300 Fillmore StSan Francisco, CA 94115",(415) 771-7100,Yes,No,Yes,Yes,No,Dinner,"Garage, Street",No,No,Yes,Dressy,Classy,Average,Full Bar,No,Free,No,Yes,Yes,
1314,Nomica,http://www.yelp.com/ /biz/nomica-san-francisco,"Japanese,Cocktail Bars,Wine Bars",$31-60,4.0 star rating,5:30 pm-11:00 pm,5:30 pm-11:00 pm,5:30 pm-11:00 pm,5:30 pm-11:00 pm,5:30 pm-11:00 pm,5:30 pm-11:00 pm,Closed,"2223 Market StSan Francisco, CA 94114",(415) 655-3280,Yes,No,No,Yes,No,Dinner,Street,No,No,Yes,Casual,Trendy,Average,Full Bar,No,No,No,Yes,Yes,
1315,Chouchou French Bistro,http://www.yelp.com/ /biz/chouchou-french-bistro-san-francisco,French,$31-60,3.5 star rating,Closed,5:30 pm-9:00 pm,11:30 am-2:30 pm5:30 pm-9:00 pm,11:30 am-2:30 pm5:30 pm-9:00 pm,11:30 am-2:30 pm5:30 pm-9:30 pm,11:30 am-2:30 pm5:30 pm-9:30 pm,11:30 am-2:30 pm5:30 pm-9:00 pm,"400 Dewey Blvd.San Francisco, CA 94116",(415) 242-0960,Yes,No,Yes,Yes,No,Dinner,"Street, Private Lot",Yes,No,Yes,Casual,Intimate,Average,Beer & Wine Only,No,Free,No,Yes,Yes,
1316,Linden Room,http://www.yelp.com/ /biz/linden-room-san-francisco,Cocktail Bars,Pricey,5.0 star rating,Closed,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-12:00 am,Closed,"330 Gough StSan Francisco, CA 94102",(415) 829-7565,No,,,Yes,,,,Yes,,No,,Intimate,,Full Bar,No,,No,,,
1317,Catch,http://www.yelp.com/ /biz/catch-san-francisco,"Seafood,Breakfast & Brunch,American (New)",$31-60,3.5 star rating,11:00 am-2:30 pm5:30 pm-9:00 pm,11:00 am-2:30 pm5:30 pm-9:00 pm,11:00 am-2:30 pm5:30 pm-10:00 pm,11:00 am-2:30 pm5:30 pm-10:00 pm,11:00 am-2:30 pm5:30 pm-11:00 pm,11:00 am-3:30 pm5:30 pm-11:00 pm,11:00 am-3:30 pm5:30 pm-9:00 pm,"2362 Market StSan Francisco, CA 94114",(415) 431-5000,Yes,No,Yes,Yes,No,Dinner,Street,Yes,No,Yes,Casual,Casual,Average,Full Bar,Yes,Free,Yes,Yes,No,
1318,Okoze Sushi,http://www.yelp.com/ /biz/okoze-sushi-san-francisco,"Sushi Bars,Japanese,Tapas/Small Plates",$31-60,4.0 star rating,Closed,5:30 pm-10:30 pm,5:30 pm-10:30 pm,5:30 pm-10:30 pm,5:30 pm-11:00 pm,5:30 pm-11:00 pm,5:30 pm-10:30 pm,"1207 Union StSan Francisco, CA 94109",(415) 567-3397,Yes,No,Yes,Yes,,Dinner,Street,Yes,No,Yes,Casual,,Average,Beer & Wine Only,No,No,No,Yes,No,
1319,The Saratoga,http://www.yelp.com/ /biz/the-saratoga-san-francisco,"American (New),Bars",$31-60,4.0 star rating,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-1:00 am,5:00 pm-1:00 am,Closed,"1000 Larkin StSan Francisco, CA 94109",(415) 932-6464,Yes,No,Yes,Yes,No,Dinner,Street,No,No,Yes,Dressy,Trendy,Average,Full Bar,No,Free,No,Yes,,
1320,The Cavalier,http://www.yelp.com/ /biz/the-cavalier-san-francisco,"American (New),British,Cocktail Bars",$31-60,4.0 star rating,7:00 am-10:00 pm,7:00 am-10:00 pm,7:00 am-10:00 pm,7:00 am-11:00 pm,7:00 am-11:00 pm,7:00 am-11:00 pm,7:00 am-9:00 pm,"360 Jessie StSan Francisco, CA 94103",(415) 321-6000,Yes,No,No,Yes,No,Dinner,Valet,Yes,No,Yes,Casual,Classy,Average,Full Bar,No,No,No,Yes,No,
1321,SPQR,http://www.yelp.com/ /biz/spqr-san-francisco,"Italian,Wine Bars",$31-60,3.5 star rating,5:30 pm-10:30 pm,5:30 pm-10:30 pm,5:30 pm-10:30 pm,5:30 pm-10:30 pm,5:30 pm-10:30 pm,11:00 am-2:30 pm5:30 pm-10:30 pm,11:00 am-2:30 pm5:30 pm-10:00 pm,"1911 Fillmore StSan Francisco, CA 94115",(415) 771-7779,Yes,No,Yes,Yes,No,Dinner,Street,Yes,No,No,Casual,,Average,Beer & Wine Only,Yes,No,No,Yes,No,
1322,The Fly Trap,http://www.yelp.com/ /biz/the-fly-trap-san-francisco,"Bars,American (New)",$31-60,4.0 star rating,3:00 pm-10:00 pm,3:00 pm-10:00 pm,3:00 pm-10:00 pm,3:00 pm-10:00 pm,3:00 pm-11:00 pm,5:00 pm-10:00 pm,Closed,"606 Folsom StSan Francisco, CA 94107",(415) 243-0580,Yes,No,Yes,Yes,No,Dinner,"Street, Validated",Yes,No,Yes,Casual,,Average,Full Bar,Yes,Free,Yes,Yes,Yes,
1323,Canyon Market,http://www.yelp.com/ /biz/canyon-market-san-francisco,"Grocery,Sandwiches",$31-60,4.0 star rating,7:00 am-9:00 pm,7:00 am-9:00 pm,7:00 am-9:00 pm,7:00 am-9:00 pm,7:00 am-9:00 pm,7:00 am-9:00 pm,7:00 am-9:00 pm,"2815 Diamond StSan Francisco, CA 94131",(415) 586-9999,No,No,Yes,Yes,No,Lunch,Street,Yes,Yes,No,Casual,Hipster,Average,Beer & Wine Only,Yes,Free,No,No,No,
1324,OPT Optometric,http://www.yelp.com/ /biz/opt-optometric-san-francisco-2,"Optometrists,Eyewear & Opticians",Pricey,5.0 star rating,Closed,10:00 am-6:00 pm,10:00 am-6:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,10:00 am-4:00 pm,Closed,"1415 Valencia StSan Francisco, CA 94110",(415) 814-2564,,,,Yes,,,Street,,,,,,,,,,,,,
1325,Amber India,http://www.yelp.com/ /biz/amber-india-san-francisco-2,"Indian,Desserts,Buffets",$31-60,4.0 star rating,11:30 am-2:30 pm5:30 pm-10:00 pm,11:30 am-2:30 pm5:30 pm-10:00 pm,11:30 am-2:30 pm5:30 pm-10:00 pm,11:30 am-2:30 pm5:30 pm-10:00 pm,11:30 am-2:30 pm5:30 pm-10:30 pm,12:00 pm-3:00 pm5:30 pm-10:30 pm,12:00 pm-3:00 pm5:30 pm-10:00 pm,"25 Yerba Buena LnSan Francisco, CA 94103",(415) 777-0500,Yes,No,Yes,Yes,Yes,Dinner,,Yes,Yes,Yes,Casual,Classy,Average,Full Bar,No,No,No,Yes,Yes,
1326,Sociale,http://www.yelp.com/ /biz/sociale-san-francisco,Italian,$31-60,4.0 star rating,5:30 pm-10:00 pm,11:30 am-2:30 pm5:30 pm-10:00 pm,11:30 am-2:30 pm5:30 pm-10:00 pm,11:30 am-2:30 pm5:30 pm-10:00 pm,11:30 am-2:30 pm5:30 pm-10:00 pm,11:30 am-2:30 pm5:30 pm-10:00 pm,Closed,"3665 Sacramento StSan Francisco, CA 94118",(415) 921-3200,Yes,No,No,Yes,,Dinner,Street,No,No,Yes,Casual,"Intimate, Romantic",Average,Beer & Wine Only,Yes,No,No,Yes,Yes,
1327,Kappou Gomi,http://www.yelp.com/ /biz/kappou-gomi-san-francisco,Japanese,$31-60,4.0 star rating,Closed,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,"5524 Geary BlvdSan Francisco, CA 94121",(415) 221-5353,Yes,No,No,Yes,,Dinner,Street,No,No,Yes,Casual,,Average,Beer & Wine Only,No,No,No,Yes,No,
1328,Cafe Jacqueline,http://www.yelp.com/ /biz/cafe-jacqueline-san-francisco,French,$31-60,4.0 star rating,Closed,Closed,5:30 pm-11:00 pm,5:30 pm-11:00 pm,5:30 pm-11:00 pm,5:30 pm-11:00 pm,5:30 pm-11:00 pm,"1454 Grant AveSan Francisco, CA 94133",(415) 981-5565,Yes,No,No,Yes,No,"Dinner, Dessert",Street,No,No,No,Dressy,"Intimate, Romantic",Quiet,Beer & Wine Only,No,No,No,Yes,No,
1329,Steel + Lacquer,http://www.yelp.com/ /biz/steel-lacquer-san-francisco,Hair Salons,Pricey,5.0 star rating,Closed,11:00 am-7:00 pm,8:00 am-7:00 pm,9:00 am-8:00 pm,8:00 am-8:00 pm,8:00 am-6:00 pm,Closed,"14 10th StSan Francisco, CA 94103",(628) 400-5907,,,,Yes,Yes,,"Valet, Street",Yes,Yes,,,,,,,,,,,
1330,Nico,http://www.yelp.com/ /biz/nico-san-francisco,"American (New),French",$31-60,4.0 star rating,Closed,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,Closed,"3228 Sacramento StreetSan Francisco, CA 94115",(415) 359-1000,Yes,No,No,Yes,,Dinner,Street,No,No,Yes,Casual,,Average,Beer & Wine Only,No,No,No,Yes,No,
1331,St. Regis Hotel Lobby Bar,http://www.yelp.com/ /biz/st-regis-hotel-lobby-bar-san-francisco,Bars,Pricey,4.0 star rating,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"125 3rd StSan Francisco, CA 94103",(415) 284-4000,No,,,Yes,No,,Valet,Yes,,Yes,,"Classy, Upscale",Average,Full Bar,No,,No,,,
1332,Rue Lepic,http://www.yelp.com/ /biz/rue-lepic-san-francisco,French,$31-60,4.0 star rating,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,"900 Pine StSan Francisco, CA 94108",(415) 474-6070,Yes,No,No,Yes,No,Dinner,Street,Yes,No,No,Casual,Intimate,Quiet,Beer & Wine Only,No,No,No,Yes,No,
1333,Cafe Claude,http://www.yelp.com/ /biz/cafe-claude-san-francisco,"French,Venues & Event Spaces",$31-60,4.0 star rating,11:30 am-10:30 pm,11:30 am-10:30 pm,11:30 am-10:30 pm,11:30 am-10:30 pm,11:30 am-10:30 pm,11:30 am-10:30 pm,5:30 pm-10:30 pm,"7 Claude LnSan Francisco, CA 94108",(415) 392-3505,Yes,No,Yes,Yes,No,Dinner,Street,No,No,Yes,Casual,Romantic,Average,Full Bar,Yes,Free,No,Yes,No,
1334,SPICE Supper Club,http://www.yelp.com/ /biz/spice-supper-club-san-francisco,American (New),$31-60,4.5 star rating,10:00 am-11:00 pm,10:00 am-11:00 pm,10:00 am-11:00 pm,10:00 am-11:00 pm,10:00 am-11:00 pm,Closed,Closed,"Church StSan Francisco, CA 94131",(415) 609-8492,Yes,No,No,No,,Dinner,Street,,No,Yes,Casual,,,Beer & Wine Only,No,,,Yes,,
1335,Veo Optics,http://www.yelp.com/ /biz/veo-optics-san-francisco,Eyewear & Opticians,Pricey,5.0 star rating,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-3:00 pm,"798 Valencia StSan Francisco, CA 94114",(415) 861-2020,,,,Yes,,,Street,Yes,,,,,,,,,,,,
