id,title,yelpPage,categories,price,rating,mon,tue,wed,thu,fri,sat,sun,addr,phone,reservations,delivery,takeout,creditCard,applePay,goodFor,parking,bikeParking,goodForKids,goodForGroups,attire,ambience,noiseLevel,alcohol,outdoorSeating,wifi,hasTV,waiterService,caters,driveThrough
1119,Trattoria da Vittorio,https://www.yelp.com/ /biz/trattoria-da-vittorio-san-francisco,"Italian,Pizza",$11-30,4.0 star rating,11:00 am-3:00 pm5:00 pm-10:00 pm,11:00 am-3:00 pm5:00 pm-10:00 pm,11:00 am-3:00 pm5:00 pm-10:00 pm,11:00 am-3:00 pm5:00 pm-10:00 pm,11:00 am-3:00 pm5:00 pm-10:00 pm,11:00 am-10:00 pm,11:00 am-9:00 pm,"150 W Portal AveSan Francisco, CA 94127",(415) 742-0300,No,No,Yes,Yes,No,Dinner,Street,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,No,Yes,Yes,Yes,
1120,Eno Wine Bar,https://www.yelp.com/ /biz/eno-wine-bar-san-francisco,Wine Bars,Moderate,4.5 star rating,3:00 pm-12:00 am,3:00 pm-12:00 am,3:00 pm-12:00 am,3:00 pm-12:00 am,12:00 pm-12:00 am,12:00 pm-12:00 am,3:00 pm-12:00 am,"320 Geary StSan Francisco, CA 94102",(415) 678-5321,Yes,,,Yes,,,,Yes,,Yes,,Classy,Average,Beer & Wine Only,No,,No,,,
1121,La Mediterranee,https://www.yelp.com/ /biz/la-mediterranee-san-francisco-8,"Middle Eastern,Mediterranean,Armenian",$11-30,4.0 star rating,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:30 pm,11:00 am-10:30 pm,11:00 am-10:00 pm,"2210 Fillmore StSan Francisco, CA 94115",(415) 921-2956,No,Yes,Yes,Yes,No,"Lunch, Dinner",Street,Yes,Yes,No,Casual,Casual,Average,Beer & Wine Only,Yes,No,No,Yes,Yes,
1122,Rock Bar,https://www.yelp.com/ /biz/rock-bar-san-francisco,Bars,Moderate,4.0 star rating,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,10:00 am-2:00 am,"80 29th StSan Francisco, CA 94110",(415) 550-6664,No,,,Yes,,,Street,Yes,,Yes,,Casual,Average,Full Bar,No,,Yes,,,
1123,Regent Thai Restaurant,https://www.yelp.com/ /biz/regent-thai-restaurant-san-francisco-2,Thai,$11-30,4.0 star rating,11:30 am-3:00 pm5:00 pm-10:00 pm,11:30 am-3:00 pm5:00 pm-10:00 pm,11:30 am-3:00 pm5:00 pm-10:00 pm,11:30 am-3:00 pm5:00 pm-10:00 pm,11:30 am-3:00 pm5:00 pm-10:00 pm,11:30 am-3:00 pm5:00 pm-10:00 pm,11:30 am-3:00 pm5:00 pm-10:00 pm,"1700 Church StSan Francisco, CA 94131",(415) 643-5893,Yes,No,Yes,Yes,No,Dinner,Street,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,No,Yes,No,
1124,Pork Store Cafe,https://www.yelp.com/ /biz/pork-store-cafe-san-francisco,"Breakfast & Brunch,Coffee & Tea",$11-30,4.0 star rating,7:00 am-3:30 pm,7:00 am-3:30 pm,7:00 am-3:30 pm,7:00 am-3:30 pm,7:00 am-3:30 pm,8:00 am-4:00 pm,8:00 am-4:00 pm,"1451 Haight StSan Francisco, CA 94117",(415) 864-6981,No,No,Yes,Yes,No,"Breakfast, Brunch",Street,Yes,Yes,No,Casual,Casual,Average,No,No,No,No,Yes,No,
1125,Betty Lou’s Seafood &amp; Grill,https://www.yelp.com/ /biz/betty-lous-seafood-and-grill-san-francisco,Seafood,$11-30,5.0 star rating,11:00 am-9:30 pm,11:00 am-9:30 pm,11:00 am-9:30 pm,11:00 am-9:30 pm,11:00 am-9:30 pm,11:00 am-9:30 pm,11:00 am-9:30 pm,"318 Columbus AveSan Francisco, CA 94133",(415) 757-0569,Yes,No,Yes,Yes,No,Dinner,"Garage, Street",No,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,Yes,Yes,No,
1126,Cha-Ya,https://www.yelp.com/ /biz/cha-ya-san-francisco-5,"Japanese,Vegetarian,Vegan",$11-30,4.0 star rating,5:30 pm-9:30 pm,5:30 pm-9:30 pm,11:30 am-9:30 pm,11:30 am-9:30 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-9:30 pm,"762 Valencia StSan Francisco, CA 94110",(415) 252-7825,No,No,Yes,No,No,Dinner,Street,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,No,Yes,No,
1127,Blue Bottle Coffee,https://www.yelp.com/ /biz/blue-bottle-coffee-san-francisco-12,Coffee & Tea,Moderate,4.5 star rating,7:00 am-5:30 pm,7:00 am-5:30 pm,7:00 am-5:30 pm,7:00 am-5:30 pm,7:00 am-5:30 pm,8:30 am-3:00 pm,8:30 am-3:00 pm,"1355 Market StSan Francisco, CA 94103",(510) 653-3394,,,Yes,Yes,Yes,,Street,Yes,,,,,,,Yes,No,,,No,
1128,Ritual Coffee Roasters,https://www.yelp.com/ /biz/ritual-coffee-roasters-san-francisco-5,Coffee & Tea,Moderate,4.0 star rating,7:00 am-7:00 pm,7:00 am-7:00 pm,7:00 am-7:00 pm,7:00 am-7:00 pm,7:00 am-7:00 pm,7:00 am-7:00 pm,7:00 am-7:00 pm,"432b Octavia StSan Francisco, CA 94102",(415) 865-0989,,,Yes,Yes,Yes,,Street,Yes,,,,,,,Yes,No,,,No,
1129,WesBurger ‘N’ More,https://www.yelp.com/ /biz/wesburger-n-more-san-francisco,"Burgers,American (Traditional)",$11-30,4.0 star rating,11:30 am-10:30 pm,11:30 am-10:30 pm,11:30 am-10:30 pm,11:30 am-10:30 pm,11:30 am-10:30 pm,11:30 am-10:30 pm,11:30 am-10:30 pm,"2240 Mission StSan Francisco, CA 94110",(415) 745-9371,No,No,Yes,Yes,No,Dinner,Street,Yes,Yes,Yes,Casual,"Hipster, Casual",Average,Beer & Wine Only,No,No,No,No,Yes,No
1130,Pacific Cocktail Haven,https://www.yelp.com/ /biz/pacific-cocktail-haven-san-francisco-2,Cocktail Bars,Moderate,4.5 star rating,5:00 pm-12:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,Closed,"580 Sutter StSan Francisco, CA 94108",(415) 744-5000,No,,,Yes,No,,Street,No,,Yes,,"Casual, Trendy",Average,Full Bar,No,,No,,,
1131,BARZOTTO,https://www.yelp.com/ /biz/barzotto-san-francisco,Italian,$11-30,4.0 star rating,11:30 am-2:30 pm5:30 pm-10:00 pm,11:30 am-2:30 pm5:30 pm-10:00 pm,11:30 am-2:30 pm5:30 pm-10:00 pm,11:30 am-2:30 pm5:30 pm-10:00 pm,11:30 am-2:30 pm5:30 pm-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,"1270 Valencia StSan Francisco, CA 94110",(415) 285-1200,No,No,Yes,Yes,Yes,"Brunch, Dinner",,Yes,Yes,Yes,Casual,,Average,Beer & Wine Only,Yes,No,No,No,No,
1132,Fig &amp; Thistle,https://www.yelp.com/ /biz/fig-and-thistle-san-francisco-2,Wine Bars,Moderate,4.0 star rating,4:00 pm-10:30 pm,4:00 pm-10:30 pm,4:00 pm-10:30 pm,4:00 pm-10:30 pm,4:00 pm-12:00 am,4:00 pm-12:00 am,3:00 pm-9:30 pm,"313 Ivy StSan Francisco, CA 94102",(415) 589-7005,No,,,Yes,,,Street,Yes,,No,,Intimate,Average,Beer & Wine Only,No,,No,,,
1133,Mission Street Oyster Bar,https://www.yelp.com/ /biz/mission-street-oyster-bar-san-francisco,"Seafood,Fish & Chips",$11-30,4.0 star rating,12:00 pm-10:00 pm,12:00 pm-10:00 pm,12:00 pm-10:00 pm,12:00 pm-10:00 pm,12:00 pm-10:00 pm,12:00 pm-10:00 pm,12:00 pm-10:00 pm,"2282 Mission StSan Francisco, CA 94110",(415) 621-6987,Yes,No,Yes,Yes,No,Dinner,Street,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,Free,Yes,Yes,Yes,
1134,Red Door Cafe,https://www.yelp.com/ /biz/red-door-cafe-san-francisco-3,"Breakfast & Brunch,Vegetarian,Latin American",$11-30,4.0 star rating,Closed,Closed,6:00 pm-9:00 pm,6:00 pm-9:00 pm,10:00 am-1:30 pm,10:00 am-1:30 pm,10:00 am-1:30 pm,"1608 Bush StSan Francisco, CA 94108",(415) 441-1564,No,No,Yes,Yes,No,"Breakfast, Brunch",Street,No,No,No,Casual,Casual,Average,Beer & Wine Only,No,No,No,Yes,No,
1135,La Fusión,https://www.yelp.com/ /biz/la-fusi%C3%B3n-san-francisco-2,Latin American,$11-30,4.5 star rating,11:30 am-3:00 pm5:00 pm-10:00 pm,11:30 am-3:00 pm5:00 pm-10:00 pm,11:30 am-3:00 pm5:00 pm-10:00 pm,11:30 am-3:00 pm5:00 pm-10:00 pm,11:30 am-3:00 pm5:00 pm-10:00 pm,5:00 pm-10:00 pm,Closed,"475 Pine StSan Francisco, CA 94104",(415) 781-0894,Yes,No,Yes,Yes,No,Dinner,Street,No,No,Yes,Casual,Casual,Average,Beer & Wine Only,No,Free,No,Yes,No,
1136,Bodega,https://www.yelp.com/ /biz/bodega-san-francisco-2,"Cafes,Wine Bars,Beer Bar",$11-30,4.5 star rating,5:00 pm-11:00 pm,5:00 pm-11:00 pm,5:00 pm-11:00 pm,5:00 pm-11:00 pm,12:00 pm-11:00 pm,10:00 am-11:00 pm,10:00 am-5:00 pm,"700 Columbus AveSan Francisco, CA 94133",(415) 634-7002,No,No,Yes,Yes,Yes,,Street,Yes,Yes,Yes,Casual,"Casual, Trendy, Intimate",Average,Beer & Wine Only,Yes,Free,No,Yes,Yes,
1137,High Treason,https://www.yelp.com/ /biz/high-treason-san-francisco,Wine Bars,Moderate,4.5 star rating,4:30 pm-10:00 pm,4:30 pm-10:00 pm,4:30 pm-10:00 pm,4:30 pm-10:00 pm,4:30 pm-11:00 pm,2:00 pm-11:00 pm,2:00 pm-11:00 pm,"443 Clement StSan Francisco, CA 94118",(415) 742-5256,No,,,Yes,No,,Street,Yes,,Yes,,"Casual, Trendy, Intimate, Classy",Average,Beer & Wine Only,No,,No,,,
1138,Early To Rise,https://www.yelp.com/ /biz/early-to-rise-san-francisco,"Breakfast & Brunch,American (Traditional)",$11-30,5.0 star rating,Closed,Closed,Closed,Closed,Closed,Closed,11:00 am-12:30 pm1:00 pm-3:00 pm,"1096 Union StSan Francisco, CA 94133",,Yes,No,No,Yes,No,Brunch,Street,No,Yes,Yes,Casual,Casual,Loud,No,No,No,No,Yes,Yes,
1139,VeganBurg,https://www.yelp.com/ /biz/veganburg-san-francisco,"Vegan,Burgers,Fast Food",$11-30,4.0 star rating,12:00 pm-7:30 pm,12:00 pm-7:30 pm,12:00 pm-7:30 pm,12:00 pm-7:30 pm,12:00 pm-7:30 pm,12:00 pm-7:30 pm,12:00 pm-7:30 pm,"1466 Haight StSan Francisco, CA 94117",(415) 548-8000,No,Yes,Yes,Yes,No,Lunch,Street,Yes,Yes,Yes,Casual,Casual,Average,No,No,Free,No,No,Yes,No
1140,Amélie,https://www.yelp.com/ /biz/am%C3%A9lie-san-francisco-2,"Wine Bars,Lounges,French",$11-30,4.0 star rating,5:00 pm-1:00 am,5:00 pm-1:00 am,5:00 pm-1:00 am,5:00 pm-1:00 am,5:00 pm-1:00 am,5:00 pm-1:00 am,5:00 pm-1:00 am,"1754 Polk StSan Francisco, CA 94109",(415) 292-6916,Yes,No,No,Yes,,Late Night,Street,Yes,No,Yes,Casual,Trendy,Loud,Beer & Wine Only,No,No,No,Yes,No,
1141,Stow Lake Boathouse,https://www.yelp.com/ /biz/stow-lake-boathouse-san-francisco,"Boating,Coffee & Tea,Venues & Event Spaces",Moderate,4.0 star rating,10:00 am-4:00 pm,10:00 am-4:00 pm,10:00 am-4:00 pm,10:00 am-4:00 pm,10:00 am-4:00 pm,10:00 am-4:00 pm,10:00 am-4:00 pm,"50 Stow Lake DrSan Francisco, CA 94118",(415) 386-2531,,,No,Yes,No,,Street,Yes,Yes,,,,,,Yes,No,,,,
1142,Cafe Reverie,https://www.yelp.com/ /biz/cafe-reverie-san-francisco,"Coffee & Tea,Sandwiches,Breakfast & Brunch",$11-30,4.0 star rating,6:00 am-9:00 pm,6:00 am-9:00 pm,6:00 am-9:00 pm,6:00 am-9:00 pm,6:00 am-9:00 pm,7:30 am-7:30 pm,7:30 am-7:30 pm,"848 Cole StSan Francisco, CA 94117",(415) 242-0200,No,No,Yes,No,No,"Breakfast, Brunch, Lunch",Street,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,No,No,No,No,
1143,Pampanguena Cuisine,https://www.yelp.com/ /biz/pampanguena-cuisine-san-francisco,"Filipino,Seafood,Asian Fusion",$11-30,4.5 star rating,Closed,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-7:00 pm,"4441 Mission StSan Francisco, CA 94112",(415) 586-8899,Yes,,Yes,No,No,"Lunch, Dinner",Street,Yes,Yes,Yes,Casual,Casual,Average,No,No,No,Yes,Yes,Yes,
1144,Padrecito,https://www.yelp.com/ /biz/padrecito-san-francisco,Mexican,$11-30,4.0 star rating,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:00 pm-10:30 pm,10:00 am-2:30 pm5:00 pm-10:30 pm,10:00 am-2:30 pm5:00 pm-10:00 pm,"901 Cole StSan Francisco, CA 94117",(415) 742-5505,Yes,No,Yes,Yes,No,"Brunch, Dinner",Street,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,Yes,No,No,Yes,No,
1145,Caskhouse,https://www.yelp.com/ /biz/caskhouse-san-francisco,"Wine Bars,Gastropubs",$11-30,4.0 star rating,Closed,4:00 pm-12:00 am,4:00 pm-12:00 am,4:00 pm-12:00 am,4:00 pm-12:00 am,2:00 pm-12:00 am,4:00 pm-10:00 pm,"3853 24th StSan Francisco, CA 94114",(415) 834-5005,No,No,No,Yes,No,,Street,Yes,No,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,Yes,Yes,No,
1146,Gamine,https://www.yelp.com/ /biz/gamine-san-francisco,"French,Burgers",$11-30,4.0 star rating,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:30 pm,11:30 am-10:30 pm,11:30 am-10:30 pm,11:30 am-10:00 pm,"2223 Union StSan Francisco, CA 94123",(415) 771-7771,Yes,No,Yes,Yes,,Dinner,Street,Yes,No,Yes,Casual,Intimate,Average,Beer & Wine Only,Yes,No,No,Yes,No,No
1147,Pause Wine Bar,https://www.yelp.com/ /biz/pause-wine-bar-san-francisco,"Wine Bars,Pizza",$11-30,4.0 star rating,4:30 pm-12:00 am,4:30 pm-12:00 am,4:30 pm-12:00 am,4:30 pm-12:00 am,4:30 pm-12:00 am,4:30 pm-12:00 am,Closed,"1666 Market StSan Francisco, CA 94102",(415) 241-9463,Yes,No,No,Yes,No,,Street,Yes,No,Yes,Casual,Casual,Average,Beer & Wine Only,No,Free,No,Yes,No,
1148,Arabian Nights Restaurant,https://www.yelp.com/ /biz/arabian-nights-restaurant-san-francisco,"Mediterranean,Wine Bars,Arabian",$11-30,4.0 star rating,5:00 pm-11:00 pm,5:00 pm-11:00 pm,5:00 pm-11:00 pm,5:00 pm-11:00 pm,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-11:00 pm,"2345 Mission StSan Francisco, CA 94110",(415) 648-1444,Yes,No,Yes,Yes,No,Dinner,"Garage, Street",Yes,Yes,Yes,Casual,,Average,Beer & Wine Only,Yes,Free,Yes,Yes,Yes,
1149,Yummy Yummy,https://www.yelp.com/ /biz/yummy-yummy-san-francisco,"Vietnamese,Chinese,Noodles",$11-30,4.0 star rating,10:00 am-3:00 pm5:00 pm-9:00 pm,Closed,10:00 am-3:00 pm5:00 pm-9:00 pm,10:00 am-3:00 pm5:00 pm-9:00 pm,10:00 am-3:00 pm5:00 pm-9:00 pm,10:00 am-3:00 pm5:00 pm-9:00 pm,10:00 am-3:00 pm5:00 pm-9:00 pm,"1015 Irving StSan Francisco, CA 94122",(415) 566-4722,No,No,Yes,Yes,No,"Lunch, Dinner",Street,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,Yes,Yes,No,
1150,Warakubune Sushi,https://www.yelp.com/ /biz/warakubune-sushi-san-francisco,Conveyor Belt Sushi,$11-30,4.0 star rating,Closed,Closed,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-9:30 pm,"307 Church StSan Francisco, CA 94114",(415) 252-8383,No,No,Yes,Yes,,Dinner,Street,Yes,No,No,Casual,Casual,Average,Beer & Wine Only,No,No,No,Yes,No,
1151,Bluxome Street Winery,https://www.yelp.com/ /biz/bluxome-street-winery-san-francisco,"Beer, Wine & Spirits,Wine Bars,Wineries",Moderate,4.5 star rating,Closed,1:00 pm-8:00 pm,1:00 pm-8:00 pm,1:00 pm-8:00 pm,Closed,,,"53 Bluxome StSan Francisco, CA 94107",(415) 543-5353,Yes,,No,Yes,No,,Street,Yes,No,Yes,,Trendy,Loud,Beer & Wine Only,No,,Yes,,,
1152,Ebisu,https://www.yelp.com/ /biz/ebisu-san-francisco,"Sushi Bars,Japanese",$11-30,4.0 star rating,11:30 am-2:00 pm5:00 pm-10:00 pm,11:30 am-2:00 pm5:00 pm-10:00 pm,11:30 am-2:00 pm5:00 pm-10:00 pm,11:30 am-2:00 pm5:00 pm-10:00 pm,11:30 am-2:00 pm5:00 pm-11:00 pm,12:00 pm-2:30 pm5:00 pm-11:00 pm,Closed,"1283 9th AveSan Francisco, CA 94122",(415) 566-1770,No,No,Yes,Yes,No,Dinner,Street,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,No,Yes,Yes,
1153,Iza Ramen,https://www.yelp.com/ /biz/iza-ramen-san-francisco-2,"Ramen,Noodles,Izakaya",$11-30,4.0 star rating,5:00 pm-9:45 pm,5:00 pm-9:45 pm,5:00 pm-9:45 pm,5:00 pm-9:45 pm,5:00 pm-9:45 pm,11:30 am-2:30 pm5:00 pm-9:45 pm,11:30 am-2:30 pm5:00 pm-9:45 pm,"237 Fillmore StSan Francisco, CA 94117",(415) 926-8173,No,No,No,Yes,No,Dinner,Street,Yes,Yes,Yes,Casual,Trendy,Average,Beer & Wine Only,No,No,Yes,Yes,No,
1154,Elite Audio Coffee Bar,https://www.yelp.com/ /biz/elite-audio-coffee-bar-san-francisco,"Coffee & Tea,Venues & Event Spaces",Moderate,4.5 star rating,8:00 am-5:00 pm,8:00 am-5:00 pm,8:00 am-5:00 pm,8:00 am-5:00 pm,8:00 am-5:00 pm,12:00 pm-4:00 pm,Closed,"893A Folsom StSan Francisco, CA 94107",(415) 795-1149,,,Yes,Yes,Yes,,Street,Yes,,,,,,,No,Free,,,,
1155,Mac Daddy,https://www.yelp.com/ /biz/mac-daddy-san-francisco,"American (Traditional),Salad,Soup",$11-30,4.5 star rating,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,"1453 18th StSan Francisco, CA 94107",(415) 872-6670,No,No,Yes,Yes,No,"Lunch, Dinner",Street,Yes,Yes,No,Casual,Casual,Average,Beer & Wine Only,Yes,No,No,Yes,Yes,
1156,Ron’s Pit Stop,https://www.yelp.com/ /biz/rons-pit-stop-san-francisco-4,"Barbeque,Soul Food",$11-30,4.5 star rating,11:00 am-8:00 pm,Closed,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-8:00 pm,Closed,"1401 Valencia StSan Francisco, CA 94110",(415) 515-2023,No,No,Yes,Yes,No,,Street,Yes,Yes,Yes,Casual,,,Full Bar,No,Free,Yes,No,Yes,
1157,Blue Front Cafe,https://www.yelp.com/ /biz/blue-front-cafe-san-francisco,"Middle Eastern,Sandwiches,Coffee & Tea",$11-30,4.0 star rating,7:30 am-9:00 pm,7:30 am-9:00 pm,7:30 am-9:00 pm,7:30 am-9:00 pm,7:30 am-10:00 pm,7:30 am-10:00 pm,7:30 am-9:00 pm,"1430 Haight StSan Francisco, CA 94117",(415) 252-5917,No,No,Yes,Yes,,Lunch,Street,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,Free,No,No,Yes,
1158,Burma Love,https://www.yelp.com/ /biz/burma-love-san-francisco-2,"Burmese,Cocktail Bars,Salad",$11-30,4.0 star rating,11:30 am-3:00 pm5:00 pm-10:00 pm,11:30 am-3:00 pm5:00 pm-10:00 pm,11:30 am-3:00 pm5:00 pm-10:00 pm,11:30 am-3:00 pm5:00 pm-10:00 pm,11:30 am-3:00 pm5:00 pm-10:30 pm,11:30 am-3:00 pm5:00 pm-10:30 pm,11:30 am-3:00 pm5:00 pm-10:00 pm,"211 Valencia StSan Francisco, CA 94103",(415) 861-2100,No,No,Yes,Yes,No,Dinner,Street,Yes,Yes,Yes,Casual,Trendy,Average,Full Bar,No,No,No,Yes,No,
1159,Roam Artisan Burgers,https://www.yelp.com/ /biz/roam-artisan-burgers-san-francisco-3,"Burgers,Gluten-Free",$11-30,4.0 star rating,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,"1923 Fillmore StSan Francisco, CA 94115",(415) 800-7801,No,No,Yes,Yes,No,"Lunch, Dinner",Street,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,No,Yes,No,No,No
1160,Churchill,https://www.yelp.com/ /biz/churchill-san-francisco-3,Lounges,Moderate,4.0 star rating,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,3:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,"198 Church StSan Francisco, CA 94114",(415) 570-9198,No,,,Yes,No,,Street,Yes,,Yes,,Hipster,Loud,Full Bar,No,,Yes,,,
1161,1428 HAIGHT Patio Cafe &amp; Crepery,https://www.yelp.com/ /biz/1428-haight-patio-cafe-and-crepery-san-francisco,"American (Traditional),Creperies,Breakfast & Brunch",$11-30,4.0 star rating,8:00 am-10:00 pm,8:00 am-10:00 pm,8:00 am-10:00 pm,8:00 am-10:00 pm,8:00 am-10:00 pm,8:00 am-10:00 pm,8:00 am-10:00 pm,"1428 Haight StSan Francisco, CA 94117",(415) 864-8484,No,Yes,Yes,Yes,No,"Breakfast, Brunch, Lunch",Street,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,Free,Yes,No,No,
1162,Bond,https://www.yelp.com/ /biz/bond-san-francisco-2,"Cocktail Bars,Lounges",Moderate,4.0 star rating,4:30 pm-2:00 am,4:30 pm-2:00 am,4:30 pm-2:00 am,4:30 pm-2:00 am,4:30 pm-2:00 am,4:00 pm-2:00 am,5:00 pm-2:00 am,"3079 16th StSan Francisco, CA 94103",(415) 735-4499,Yes,,,Yes,No,,"Garage, Street",Yes,,Yes,,"Trendy, Intimate",Average,Full Bar,No,,Yes,,,
1163,Tataki,https://www.yelp.com/ /biz/tataki-san-francisco,"Sushi Bars,Bars",$11-30,4.0 star rating,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:30 pm,5:00 pm-10:30 pm,5:00 pm-10:00 pm,"2827 California StSan Francisco, CA 94115",(415) 931-1182,Yes,No,Yes,Yes,No,Dinner,Street,No,No,No,Casual,Casual,Average,Beer & Wine Only,No,No,No,Yes,Yes,
1164,Le P’tit Laurent,https://www.yelp.com/ /biz/le-ptit-laurent-san-francisco-2,French,$11-30,4.0 star rating,5:30 pm-9:30 pm,5:30 pm-9:30 pm,5:30 pm-9:30 pm,5:30 pm-9:30 pm,5:30 pm-10:30 pm,5:30 pm-10:30 pm,5:30 pm-9:30 pm,"699 Chenery StSan Francisco, CA 94131",(415) 334-3235,Yes,No,Yes,Yes,No,Dinner,Street,Yes,No,No,Casual,,Average,Full Bar,No,No,No,Yes,No,
1165,Pomelo,https://www.yelp.com/ /biz/pomelo-san-francisco,"Breakfast & Brunch,Modern European,Cuban",$11-30,4.0 star rating,Closed,Closed,Closed,Closed,Closed,10:00 am-2:30 pm,10:00 am-2:30 pm,"1793 Church StSan Francisco, CA 94131",(415) 285-2257,Yes,No,Yes,Yes,No,Brunch,Street,Yes,Yes,No,Casual,Casual,Average,Beer & Wine Only,Yes,No,No,Yes,No,
1166,Woodhouse Fish Company,https://www.yelp.com/ /biz/woodhouse-fish-company-san-francisco-3,"Seafood,Fish & Chips",$11-30,4.0 star rating,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:30 pm,11:30 am-10:30 pm,11:30 am-10:00 pm,"1914 Fillmore StSan Francisco, CA 94115",(415) 437-2722,No,No,Yes,Yes,No,"Lunch, Dinner",Street,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,No,Yes,No,
1167,Poki Time,https://www.yelp.com/ /biz/poki-time-san-francisco,"Hawaiian,Seafood,Poke",$11-30,4.0 star rating,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-9:00 pm,"549 Irving StSan Francisco, CA 94122",(415) 702-6333,No,No,Yes,Yes,No,Lunch,Street,Yes,Yes,Yes,Casual,Casual,Average,No,No,No,No,No,No,
1168,I’a Poke,https://www.yelp.com/ /biz/ia-poke-san-francisco-2,"Asian Fusion,Poke",$11-30,4.0 star rating,11:30 am-8:00 pm,11:30 am-8:00 pm,11:30 am-8:00 pm,11:30 am-8:00 pm,11:30 am-9:00 pm,11:30 am-9:00 pm,11:30 am-7:00 pm,"314 Church StSan Francisco, CA 94114",(415) 829-8030,No,No,Yes,Yes,No,Lunch,Street,Yes,Yes,No,Casual,Casual,Average,No,No,No,No,No,No,
1169,Linea Caffe,https://www.yelp.com/ /biz/linea-caffe-san-francisco,Coffee & Tea,Moderate,4.0 star rating,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,8:00 am-6:00 pm,8:00 am-6:00 pm,"3417 18th StSan Francisco, CA 94110",(415) 590-3011,,,Yes,Yes,No,,Street,Yes,,,,,,,Yes,No,,,No,
1170,Amasia Hide’s Sushi Bar,https://www.yelp.com/ /biz/amasia-hides-sushi-bar-san-francisco,"Sushi Bars,Japanese",$11-30,4.0 star rating,Closed,Closed,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,"149 Noe StSan Francisco, CA 94114",(415) 861-7000,No,No,Yes,Yes,,Dinner,Street,Yes,No,No,Casual,Casual,Average,Beer & Wine Only,No,No,No,Yes,Yes,
