id,title,yelpPage,categories,price,rating,mon,tue,wed,thu,fri,sat,sun,addr,phone,reservations,delivery,takeout,creditCard,applePay,goodFor,parking,bikeParking,goodForKids,goodForGroups,attire,ambience,noiseLevel,alcohol,outdoorSeating,wifi,hasTV,waiterService,caters
2495,Robert Berry Design,https://www.yelp.com/ /biz/robert-berry-design-san-francisco,Women's Clothing,Ultra High-End,4.0 star rating,Closed,Closed,12:00 pm-7:00 pm,12:00 pm-7:00 pm,12:00 pm-7:00 pm,12:00 pm-7:00 pm,12:00 pm-5:00 pm,"2764 Octavia StSan Francisco, CA 94123",(415) 563-4211,,,,Yes,,,Street,,,,,,,,,,,,
2496,Charisma Crafts,https://www.yelp.com/ /biz/charisma-crafts-san-francisco,"Antiques,Home Decor,Rugs",Ultra High-End,4.0 star rating,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-7:00 pm,"950 Mason StSan Francisco, CA 94108",(415) 399-1799,,,,Yes,,,,,,,,,,,,,,,
2497,Asian Arts Center,https://www.yelp.com/ /biz/asian-arts-center-san-francisco,Art Galleries,Ultra High-End,4.0 star rating,10:00 am-6:30 pm,10:00 am-6:30 pm,10:00 am-6:30 pm,10:00 am-6:30 pm,10:00 am-6:30 pm,10:00 am-6:30 pm,12:00 pm-6:00 pm,"45 Kearny StSan Francisco, CA 94108",(415) 296-8508,,,,Yes,,,Street,,Yes,,,,,,,,,,
2498,The Butler &amp; The Chef,https://www.yelp.com/ /biz/the-butler-and-the-chef-san-francisco-5,"Antiques,Home Decor",Ultra High-End,4.5 star rating,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-5:00 pm,11:00 am-4:00 pm,Closed,"1118 Harrison StSan Francisco, CA 94103",(415) 626-9600,,,,Yes,,,Street,Yes,,,,,,,,,,,
2499,Cottage Market,https://www.yelp.com/ /biz/cottage-market-san-francisco,Grocery,Ultra High-End,3.0 star rating,,,,,,,,"798 Bush StreetSan Francisco, CA 94108",(415) 989-8121,,,No,Yes,,,Street,Yes,,,,,,,,,,,
2500,Antiquities of California,https://www.yelp.com/ /biz/antiquities-of-california-san-francisco,"Hobby Shops,Art Galleries",Ultra High-End,3.0 star rating,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-9:00 pm,"Pier 39San Francisco, CA 94133",(415) 421-8400,,,,Yes,,,"Garage, Street",Yes,Yes,,,,,,,,,,
2501,Golden Skin Care,https://www.yelp.com/ /biz/golden-skin-care-san-francisco,Cosmetics & Beauty Supply,Ultra High-End,2.5 star rating,,,,,,,,"3251 20th AveSan Francisco, CA 94132",(877) 554-1777,,,,Yes,,,Garage,No,,,,,,,,,,,
2502,Ho Kee Market,https://www.yelp.com/ /biz/ho-kee-market-san-francisco,Grocery,Ultra High-End,4.5 star rating,,,,,,,,"1251 Stockton StreetSan Francisco, CA 94133",(415) 837-1489,,,,Yes,,,,,,,,,,,,,,,
2503,RED Valentino,https://www.yelp.com/ /biz/red-valentino-san-francisco-2,Women's Clothing,Ultra High-End,4.0 star rating,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-8:30 pm,Closed,,(415) 543-4900,,,,Yes,,,Garage,No,,,,,,,,,,,
2504,The Finest Watches,https://www.yelp.com/ /biz/the-finest-watches-san-francisco,"Watches,Watch Repair",Ultra High-End,2.5 star rating,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,Closed,Closed,"360 Post StSan Francisco, CA 94108",(415) 864-3615,,,,Yes,,,"Garage, Street, Validated",,,,,,,,,,,,
2505,The Other Artist,https://www.yelp.com/ /biz/the-other-artist-san-francisco,Framing,Ultra High-End,3.5 star rating,,,,,,,,"3200 Buchanan StSan Francisco, CA 94123",(415) 563-5641,,,,,,,,,,,,,,,,,,,
2506,Kneedler-Fauchere,https://www.yelp.com/ /biz/kneedler-fauchere-san-francisco,"Interior Design,Furniture Stores",Ultra High-End,4.5 star rating,,,,,,,,"101 Henry Adams StSan Francisco, CA 94103",(415) 487-6180,,,,Yes,,,,,,,,,,,,,,,
2507,Fell Depot Cleaners,https://www.yelp.com/ /biz/fell-depot-cleaners-san-francisco,"Dry Cleaning & Laundry,Sewing & Alterations",Ultra High-End,2.5 star rating,7:30 am-6:30 pm,7:30 am-6:30 pm,7:30 am-6:30 pm,7:30 am-6:30 pm,7:30 am-6:30 pm,9:00 am-5:00 pm,Closed,"1263 Fell StSan Francisco, CA 94117",(415) 701-7788,,,,Yes,,,,Yes,,,,,,,,No,,,
2508,Luckyrice Feast,https://www.yelp.com/ /biz/luckyrice-feast-san-francisco,Asian Fusion,Above $61,3.5 star rating,,,,,,,,"1 Ferry BldgSan Francisco, CA 94111",,,No,No,,,,,,No,Yes,Casual,,Loud,,,,,No,
2509,Tangent Contemporary Art,https://www.yelp.com/ /biz/tangent-contemporary-art-san-francisco,Art Galleries,Ultra High-End,4.0 star rating,,,,,,,,"373 Geary StSan Francisco, CA 94102",(415) 956-9999,,,,Yes,,,,No,No,,,,,,,,,,
2510,Miele San Francisco Experience Center,https://www.yelp.com/ /biz/miele-san-francisco-experience-center-san-francisco,Appliances,Ultra High-End,2.5 star rating,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-5:00 pm,Closed,"680 8th StSan Francisco, CA 94103",(800) 843-7231,,,,Yes,No,,Street,,,,,,,,,,,,
2511,SS21,https://www.yelp.com/ /biz/ss21-san-francisco-2,Office Equipment,Ultra High-End,3.0 star rating,Closed,Closed,Closed,Closed,Closed,Closed,10:00 am-5:00 pm,"132 Eddy StSan Francisco, CA 94102",,,,,No,,,Street,,,,,,,,,,,,
2512,Fendi,https://www.yelp.com/ /biz/fendi-san-francisco,Leather Goods,Ultra High-End,4.5 star rating,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,12:00 pm-7:00 pm,"384 Post StSan Francisco, CA 94108",(415) 986-0349,,,,Yes,,,,No,,,,,,,,,,,
2513,Lombard Heights Market,https://www.yelp.com/ /biz/lombard-heights-market-san-francisco,Grocery,Ultra High-End,3.5 star rating,,,,,,,,"1877 Stockton StSan Francisco, CA 94133",(415) 781-2480,,,,Yes,,,Street,,,,,,,,,,,,
2514,"Body, Soul and Spirit Salon",https://www.yelp.com/ /biz/body-soul-and-spirit-salon-san-francisco-2,Hair Salons,Ultra High-End,4.5 star rating,,,,,,,,"222 Leland AveSan Francisco, CA 94134",(415) 333-7261,,,,Yes,,,Street,No,,,,,,,,,,,
2515,Post Street Creamery,https://www.yelp.com/ /biz/post-street-creamery-san-francisco-2,Ice Cream & Frozen Yogurt,Ultra High-End,3.5 star rating,,,,,,,,"428 11th StSan Francisco, CA 94103",,,,Yes,Yes,,,,Yes,,,,,,,,No,,,
2516,La Perla,https://www.yelp.com/ /biz/la-perla-san-francisco,"Women's Clothing,Lingerie,Swimwear",Ultra High-End,3.5 star rating,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,12:00 pm-5:00 pm,"170 Geary StSan Francisco, CA 94108",(415) 445-0108,,,,Yes,,,,No,,,,,,,,,,,
2517,Escada,https://www.yelp.com/ /biz/escada-san-francisco,Women's Clothing,Ultra High-End,4.5 star rating,,,,,,,,"135 Maiden LnSan Francisco, CA 94108",(415) 391-3500,,,,Yes,,,,,,,,,,,,,,,
2518,Valentino,https://www.yelp.com/ /biz/valentino-san-francisco,"Women's Clothing,Men's Clothing",Ultra High-End,3.0 star rating,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,12:00 pm-5:00 pm,"105 Grant AveSan Francisco, CA 94108",(415) 772-9835,,,,Yes,,,Street,No,,,,,,,,,,,
2519,Orogold cosmetics,https://www.yelp.com/ /biz/orogold-cosmetics-san-francisco-4,"Skin Care,Cosmetics & Beauty Supply",Ultra High-End,2.5 star rating,,,,,,,,"450 Powell StSan Francisco, CA 94108",(415) 951-1929,,,,Yes,No,,,No,,,,,,,,,,,
2520,Diva Hair by David Carver - Ford,https://www.yelp.com/ /biz/diva-hair-by-david-carver-ford-san-francisco,"Wigs,Hair Salons",Ultra High-End,5.0 star rating,Closed,Closed,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-4:00 pm,Closed,"3150 18th StSan Francisco, CA 94110",(415) 378-3728,,,,Yes,,,,Yes,Yes,,,,,,,,,,
2521,E6 Gallery,https://www.yelp.com/ /biz/e6-gallery-san-francisco,Art Galleries,Ultra High-End,5.0 star rating,,,,,,,,"1632 Market StSan Francisco, CA 94102",(415) 558-9975,,,,Yes,,,,,Yes,,,,,,,,,,
2522,Astro Gaming,https://www.yelp.com/ /biz/astro-gaming-san-francisco-2,Electronics,Ultra High-End,3.0 star rating,10:00 am-4:00 pm,10:00 am-4:00 pm,10:00 am-4:00 pm,10:00 am-4:00 pm,10:00 am-4:00 pm,Closed,Closed,"655 4th StSan Francisco, CA 94107",(415) 426-4024,,,,Yes,,,Street,,,,,,,,,,,,
2523,OROGOLD,https://www.yelp.com/ /biz/orogold-san-francisco,Cosmetics & Beauty Supply,Ultra High-End,2.0 star rating,,,,,,,,"758 Market StSan Francisco, CA 94102",(415) 362-6510,,,,Yes,No,,Street,Yes,,,,,,,,,,,
2524,Raffi’s,https://www.yelp.com/ /biz/raffis-san-francisco,Jewelry,Ultra High-End,4.5 star rating,10:30 am-5:00 pm,10:30 am-5:00 pm,10:30 am-5:00 pm,10:30 am-5:00 pm,10:30 am-5:00 pm,10:30 am-3:30 pm,Closed,"888 Brannan StSan Francisco, CA 94103",(415) 621-6688,,,,Yes,,,"Garage, Street, Private Lot",Yes,,,,,,,,,,,
2525,S &amp; S Brothers,https://www.yelp.com/ /biz/s-and-s-brothers-san-francisco-2,Jewelry,Ultra High-End,3.5 star rating,,,,,,,,"101 Utah StSan Francisco, CA 94103",(415) 626-6488,,,,Yes,,,Private Lot,Yes,,,,,,,,,,,
2526,Cassina | PF | Cappellini,https://www.yelp.com/ /biz/cassina-pf-cappellini-san-francisco,Furniture Stores,Ultra High-End,5.0 star rating,Closed,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,Closed,"540 9th StSan Francisco, CA 94103",(415) 565-7200,,,,Yes,,,Street,Yes,,,,,,,,,,,
2527,Vilebrequin,https://www.yelp.com/ /biz/vilebrequin-san-francisco,Men's Clothing,Ultra High-End,3.5 star rating,,,,,,,,"75 Geary BlvdSan Francisco, CA 94108",(415) 274-2502,,,,Yes,,,,Yes,,,,,,,,,,,
2528,Golden Gate Office Solutions,https://www.yelp.com/ /biz/golden-gate-office-solutions-san-francisco,Office Equipment,Ultra High-End,3.0 star rating,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,Closed,Closed,"927 Howard StSan Francisco, CA 94103",(415) 621-2222,,,,Yes,,,,,,,,,,,,,,,
2529,McGuire Furniture Company,https://www.yelp.com/ /biz/mcguire-furniture-company-san-francisco-2,"Interior Design,Furniture Stores",Ultra High-End,2.5 star rating,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,Closed,Closed,,(415) 986-0812,,,,Yes,,,Street,,,,,,,,,,,,
2530,Trinkers International,https://www.yelp.com/ /biz/trinkers-international-san-francisco,"Leather Goods,Accessories,Women's Clothing",Ultra High-End,5.0 star rating,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-4:00 pm,Closed,"888 Brannan StSan Francisco, CA 94103",(415) 255-7727,,,,Yes,,,,,,,,,,,,,,,
2531,Bash Contemporary,https://www.yelp.com/ /biz/bash-contemporary-san-francisco,Art Galleries,Ultra High-End,5.0 star rating,Closed,11:00 am-5:00 pm,11:00 am-5:00 pm,11:00 am-5:00 pm,11:00 am-5:00 pm,12:00 pm-5:00 pm,Closed,"210 Golden Gate AveSan Francisco, CA 94102",(415) 926-8573,,,,Yes,,,,No,,,,,,,,,,,
2532,Flexform San Francisco,https://www.yelp.com/ /biz/flexform-san-francisco-san-francisco-2,"Interior Design,Furniture Stores",Ultra High-End,5.0 star rating,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,11:00 am-4:00 pm,Closed,,(415) 800-6576,,,,Yes,,,"Street, Private Lot",Yes,,,,,,,,,,,
2533,Twiga,https://www.yelp.com/ /biz/twiga-san-francisco,Art Galleries,Ultra High-End,3.0 star rating,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,"3333 Sacramento StSan Francisco, CA 94118",(415) 292-8020,,,,Yes,,,Street,,No,,,,,,,,,,
2534,Lakeside French Cleaners,https://www.yelp.com/ /biz/lakeside-french-cleaners-san-francisco,"Dry Cleaning & Laundry,Sewing & Alterations",Ultra High-End,3.0 star rating,7:30 am-6:00 pm,7:30 am-6:00 pm,7:30 am-6:00 pm,7:30 am-6:00 pm,7:30 am-6:00 pm,8:30 am-5:30 pm,Closed,"2660 Ocean AveSan Francisco, CA 94132",(415) 753-3790,,,,Yes,,,Street,No,,,,,,,,No,,,
2535,Paul Thiebaud Gallery,https://www.yelp.com/ /biz/paul-thiebaud-gallery-san-francisco-2,Art Galleries,Ultra High-End,4.5 star rating,Closed,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,Closed,"645 Chestnut AveSan Francisco, CA 94133",(415) 434-3055,,,,,,,,,No,,,,,,,,,,
2536,Bird School of Music,https://www.yelp.com/ /biz/bird-school-of-music-san-francisco-2,"Performing Arts,Yoga,Musical Instruments & Teachers",Ultra High-End,3.5 star rating,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-2:00 pm,Closed,"1924 Polk StSan Francisco, CA 94109",(415) 441-3551,,,,Yes,,,Street,Yes,Yes,,,,,,,,,,
2537,Eden Fine Art,https://www.yelp.com/ /biz/eden-fine-art-san-francisco-2,Art Galleries,Ultra High-End,3.0 star rating,9:00 am-7:00 pm,9:00 am-8:30 pm,9:00 am-8:30 pm,9:00 am-8:30 pm,9:00 am-8:30 pm,9:00 am-8:30 pm,10:00 am-8:30 pm,"223 Jefferson StSan Francisco, CA 94133",(415) 908-1007,,,,Yes,,,,Yes,Yes,,,,,,,,,,
2538,Mix,https://www.yelp.com/ /biz/mix-san-francisco,"Women's Clothing,Accessories",Ultra High-End,2.5 star rating,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,Closed,"3235 Sacramento StSan Francisco, CA 94108",(415) 393-9535,,,,Yes,,,Street,,,,,,,,,,,,
2539,SkinSpirit,https://www.yelp.com/ /biz/skinspirit-san-francisco,"Medical Spas,Laser Hair Removal,Skin Care",Ultra High-End,4.5 star rating,9:00 am-6:00 pm,9:00 am-6:00 pm,9:00 am-8:00 pm,9:00 am-8:00 pm,9:00 am-6:00 pm,9:00 am-6:00 pm,Closed,"3325 Sacramento StSan Francisco, CA 94118",(415) 767-2640,,,,Yes,,,Street,Yes,,,,,,,,,,,
2540,Kuraya,https://www.yelp.com/ /biz/kuraya-san-francisco,"Antiques,Furniture Stores",Ultra High-End,4.5 star rating,,,,,,,,"2425 California StSan Francisco, CA 94115",(415) 885-3313,,,,Yes,,,Street,,,,,,,,,,,,
2541,Geary Cleaners,https://www.yelp.com/ /biz/geary-cleaners-san-francisco,Dry Cleaning & Laundry,Ultra High-End,2.5 star rating,,,,,,,,"5911 Geary BoulevardSan Francisco, CA 94121",(415) 751-9218,,,,Yes,,,,Yes,,,,,,,,No,,,
2542,Kravet Fabrics,https://www.yelp.com/ /biz/kravet-fabrics-san-francisco,Fabric Stores,Ultra High-End,5.0 star rating,,,,,,,,"101 Henry Adams StreetSan Francisco, CA 94103",(415) 626-3037,,,,Yes,,,,Yes,,,,,,,,,,,
2543,Bess Nathan,https://www.yelp.com/ /biz/bess-nathan-san-francisco,Jewelry,Ultra High-End,3.0 star rating,,,,,,,,"1251 Howard StreetSan Francisco, CA 94103",(415) 626-4630,,,,Yes,,,,,,,,,,,,,,,
2544,Imperial Square Liquors,https://www.yelp.com/ /biz/imperial-square-liquors-san-francisco,"Beer, Wine & Spirits",Ultra High-End,4.0 star rating,9:00 am-11:00 pm,9:00 am-11:00 pm,9:00 am-11:00 pm,9:00 am-11:00 pm,9:00 am-11:00 pm,9:00 am-11:00 pm,9:00 am-7:00 pm,"251 Ellis StSan Francisco, CA 94102",(415) 776-4588,,,No,Yes,No,,Street,No,,,,,,,,,,,
2545,Barcelino,https://www.yelp.com/ /biz/barcelino-san-francisco-2,Men's Clothing,Ultra High-End,2.5 star rating,,,,,,,,"498 Post StSan Francisco, CA 94102",(415) 781-5777,,,,Yes,,,,No,,,,,,,,,,,
2546,Battersea,https://www.yelp.com/ /biz/battersea-san-francisco,"Antiques,Home Decor",Ultra High-End,4.0 star rating,,,,,,,,"297 Kansas StSan Francisco, CA 94103",(415) 553-8500,,,,,,,,,,,,,,,,,,,
2547,Jessica Silverman Gallery,https://www.yelp.com/ /biz/jessica-silverman-gallery-san-francisco,Art Galleries,Ultra High-End,4.0 star rating,,,,,,,,"488 Ellis StSan Francisco, CA 94102",(415) 255-9508,,,,,,,,,No,,,,,,,,,,
2548,Sherwin-Williams Paint Store,https://www.yelp.com/ /biz/sherwin-williams-paint-store-san-francisco-2,Paint Stores,Ultra High-End,3.0 star rating,6:30 am-7:00 pm,6:30 am-7:00 pm,6:30 am-7:00 pm,6:30 am-7:00 pm,6:30 am-7:00 pm,8:00 am-6:00 pm,10:00 am-6:00 pm,"4733 Geary BlvdSan Francisco, CA 94118",(415) 751-9420,,,,Yes,,,,No,,,,,,,,,,,
2549,Fisherman’s Wharf Piercing,https://www.yelp.com/ /biz/fishermans-wharf-piercing-san-francisco,Piercing,Ultra High-End,4.5 star rating,,,,,,,,"2715 Taylor StSan Francisco, CA 94133",(415) 374-1443,,,,Yes,,,,,,,,,,,,,,,
2550,Wisteria Decorative Prints,https://www.yelp.com/ /biz/wisteria-decorative-prints-san-francisco,"Antiques,Framing",Ultra High-End,5.0 star rating,,,,,,,,"3248 Sacramento StSan Francisco, CA 94115",(415) 346-3330,,,,Yes,,,,,,,,,,,,,,,
2551,Post Divisadero Medical Pharmacy,https://www.yelp.com/ /biz/post-divisadero-medical-pharmacy-san-francisco,Drugstores,Ultra High-End,2.5 star rating,9:00 am-5:30 pm,9:00 am-5:30 pm,9:00 am-5:30 pm,9:00 am-5:30 pm,9:00 am-5:30 pm,Closed,Closed,"2299 Post StSan Francisco, CA 94115",(415) 346-2663,,,,Yes,No,,,,,,,,,,,,,,
2552,Waterworks,https://www.yelp.com/ /biz/waterworks-san-francisco-2,Kitchen & Bath,Ultra High-End,2.0 star rating,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,Closed,Closed,"235 Kansas StSan Francisco, CA 94103",(415) 431-7160,,,,Yes,,,"Street, Private Lot",Yes,,,,,,,,,,,
2553,The Custom Shop,https://www.yelp.com/ /biz/the-custom-shop-san-francisco,"Men's Clothing,Bespoke Clothing,Women's Clothing",Ultra High-End,3.0 star rating,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,Closed,"372 Sutter StSan Francisco, CA 94105",(415) 536-9306,,,,Yes,,,,,,,,,,,,,,,
2554,Joseph Domingo,https://www.yelp.com/ /biz/joseph-domingo-san-francisco,"Men's Clothing,Women's Clothing,Bridal",Ultra High-End,3.0 star rating,,,,,,,,"808 Post StSan Francisco, CA 94102",(415) 563-2007,,,,,,,,,,,,,,,,,,,
2555,Chanel Makeup Counter,https://www.yelp.com/ /biz/chanel-makeup-counter-san-francisco,Cosmetics & Beauty Supply,Ultra High-End,4.5 star rating,,,,,,,,"170 O&#39;Farrell StSan Francisco, CA 94102",(415) 397-3333,,,,Yes,,,,,,,,,,,,,,,
2556,Kirk McGuire Bronze Sculpture,https://www.yelp.com/ /biz/kirk-mcguire-bronze-sculpture-san-francisco,"Art Galleries,Home Decor,Commissioned Artists",Ultra High-End,5.0 star rating,8:00 am-7:00 pm,8:00 am-7:00 pm,8:00 am-7:00 pm,8:00 am-7:00 pm,8:00 am-7:00 pm,8:00 am-7:00 pm,8:00 am-7:00 pm,"1 Rankin StSan Francisco, CA 94124",(415) 497-7169,,,,Yes,,,,Yes,Yes,,,,,,,,,,
2557,American Canvas and Awning,https://www.yelp.com/ /biz/american-canvas-and-awning-san-francisco,Furniture Stores,Ultra High-End,4.0 star rating,,,,,,,,"1600 Cortland AveSan Francisco, CA 94110",(415) 826-7515,,,,,,,,,,,,,,,,,,,
2558,DJ Mehler,https://www.yelp.com/ /biz/dj-mehler-san-francisco-3,"Kitchen & Bath,Home Decor",Ultra High-End,2.5 star rating,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,Closed,Closed,"165 Rhode Island StSan Francisco, CA 94103",(415) 864-0850,,,,Yes,,,Street,,,,,,,,,,,,
2559,Gallery Three,https://www.yelp.com/ /biz/gallery-three-san-francisco,Art Galleries,Ultra High-End,5.0 star rating,,,,,,,,"66th Sixth streetSan Francisco, CA 94109",(415) 931-8035,,,,,,,,,,,,,,,,,,,
2560,Studio D,https://www.yelp.com/ /biz/studio-d-san-francisco-5,"Interior Design,Home Staging,Furniture Stores",Ultra High-End,2.5 star rating,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,Closed,Closed,,(415) 695-1430,,,,Yes,,,Street,Yes,,,,,,,,,,,
2561,Point Artists Studios,https://www.yelp.com/ /biz/point-artists-studios-san-francisco,Art Galleries,Ultra High-End,5.0 star rating,,,,,,,,"1598 Custer AveSan Francisco, CA 94124",(415) 647-1561,,,,No,,,,Yes,No,,,,,,,,,,
2562,Brick Row Book Shop,https://www.yelp.com/ /biz/brick-row-book-shop-san-francisco,Bookstores,Ultra High-End,5.0 star rating,,,,,,,,"49 Geary StSan Francisco, CA 94108",(415) 398-0414,,,,Yes,,,,,,,,,,,,,,,
2563,Alexandra’s,https://www.yelp.com/ /biz/alexandras-san-francisco,Bridal,Ultra High-End,5.0 star rating,,,,,,,,"335 Powell Street.San Francisco, CA 94102",(415) 397-7000,,,,Yes,,,,,,,,,,,,,,,
2564,Lily Samii Studio,https://www.yelp.com/ /biz/lily-samii-studio-san-francisco,Women's Clothing,Ultra High-End,2.5 star rating,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-5:00 pm,Closed,Closed,Closed,"210 Post StSan Francisco, CA 94108",(415) 445-9505,,,,Yes,,,,,,,,,,,,,,,
2565,Cool Shades Optique,https://www.yelp.com/ /biz/cool-shades-optique-san-francisco,Eyewear & Opticians,Ultra High-End,3.0 star rating,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,11:30 am-3:00 pm,Closed,"888 Brannan StSan Francisco, CA 94103",(415) 863-3590,,,,Yes,,,,,,,,,,,,,,,
2566,Graff,https://www.yelp.com/ /biz/graff-san-francisco-2,Jewelry,Ultra High-End,3.0 star rating,,,,,,,,"237 Post StSan Francisco, CA 94108",(415) 926-7000,,,,Yes,,,Street,No,,,,,,,,,,,
2567,J &amp; J Grocery &amp; Liquor,https://www.yelp.com/ /biz/j-and-j-grocery-and-liquor-san-francisco,"Beer, Wine & Spirits",Ultra High-End,2.5 star rating,,,,,,,,"3751 24th StreetSan Francisco, CA 94114",(415) 285-5825,,,,Yes,,,Street,,,,,,,,,,,,
2568,Fresh Start #1,https://www.yelp.com/ /biz/fresh-start-1-san-francisco,Grocery,Ultra High-End,2.5 star rating,9:00 am-7:00 pm,9:00 am-7:00 pm,9:00 am-7:00 pm,9:00 am-7:00 pm,9:00 am-7:00 pm,10:00 am-6:00 pm,10:00 am-4:00 pm,"2631 23rd StSan Francisco, CA 94110",(415) 632-3772,,,,Yes,,,"Street, Private Lot",Yes,,,,,,,,,,,
2569,The Rafael’s,https://www.yelp.com/ /biz/the-rafaels-san-francisco,"Women's Clothing,Accessories",Ultra High-End,5.0 star rating,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,Closed,"643 Market StSan Francisco, CA 94105",(415) 974-6772,,,,Yes,No,,,Yes,,,,,,,,,,,
2570,Vine Vera Skin Care,https://www.yelp.com/ /biz/vine-vera-skin-care-san-francisco-3,Skin Care,Ultra High-End,2.5 star rating,,,,,,,,"2181 Union StSan Francisco, CA 94123",(415) 800-8968,,,,Yes,,,,No,,,,,,,,,,,
2571,Aurobora Press,https://www.yelp.com/ /biz/aurobora-press-san-francisco,Art Galleries,Ultra High-End,5.0 star rating,Closed,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-5:00 pm,Closed,"370 Brannan StSan Francisco, CA 94107",(415) 546-7880,,,,Yes,,,Street,,No,,,,,,,,,,
2572,Antiques As Art Gallery,https://www.yelp.com/ /biz/antiques-as-art-gallery-san-francisco,Antiques,Ultra High-End,5.0 star rating,,,,,,,,"1248 Mason StSan Francisco, CA 94108",(415) 409-9769,,,,Yes,,,,,,,,,,,,,,,
2573,Union Street Jewelers,https://www.yelp.com/ /biz/union-street-jewelers-san-francisco,"Jewelry,Watches,Jewelry Repair",Ultra High-End,5.0 star rating,,,,,,,,"1850 Union StSan Francisco, CA 94123",(415) 431-3050,,,,Yes,,,,,,,,,,,,,,,
2574,Linda’s Liquor,https://www.yelp.com/ /biz/lindas-liquor-san-francisco,"Beer, Wine & Spirits,Convenience Stores",Ultra High-End,3.5 star rating,,,,,,,,"1026 Taraval StSan Francisco, CA 94116",(415) 665-1446,,,,Yes,,,Street,,,,,,,,,,,,
2575,Daniel Stein Antiques,https://www.yelp.com/ /biz/daniel-stein-antiques-san-francisco,Antiques,Ultra High-End,5.0 star rating,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-5:00 pm,11:00 am-4:00 pm,Closed,"458 Jackson StSan Francisco, CA 94111",(415) 956-5620,,,,Yes,,,Street,No,,,,,,,,,,,
