_id,ltable_id,rtable_id,ltable_title,ltable_cuisine,ltable_phone,ltable_feature,ltable_zipcode,ltable_street_addr,rtable_title,rtable_cuisine,rtable_phone,rtable_feature,rtable_zipcode,rtable_street_addr,gold
2674,804,769,sam's," american, diner",4153911539," takeout, seating, serves alcohol",94133,618 broadway,sam‰Û¡ÌÝå»s," american (traditional),burgers,pizza",4153911539,"takeout, bikeparking, hastv",94133,618 broadway,1
2686,832,1457,gardenias, american,4156217122," reservations, waitstaff, seating, wheelchair accessible",94115,1963 sutter st,gardenias," american (new),seafood",4156217122,"reservations, creditcard, bikeparking, goodforgroups, outdoorseating, waiterservice",94115,1963 sutter st,1
2698,845,2320,laurel court restaurant & bar," american,gluten free options",4157725260," reservations, seating, waitstaff, parking available, valet parking, wheelchair accessible, serves alcohol, full bar",94108,950 mason st,vendetta mens apparel &amp; vintage cuban cigars," tobacco shops,men's clothing",4153977755,"creditcard, bikeparking",94108,950 mason st,0
2716,854,1446,urban putt," american, bar,pub",4153411080," reservations, seating, waitstaff, serves alcohol",94110,1096 s van ness ave,matterhorn restaurant," fondue,german",4158856116,"reservations, creditcard, goodforkids, goodforgroups, waiterservice",94109,2323 van ness ave,0
2717,854,1456,urban putt," american, bar,pub",4153411080," reservations, seating, waitstaff, serves alcohol",94110,1096 s van ness ave,san francisco symphony," performing arts,music venues",4158646000,"creditcard, bikeparking, goodforkids, goodforgroups",94102,201 van ness ave,0
2733,854,492,urban putt," american, bar,pub",4153411080," reservations, seating, waitstaff, serves alcohol",94110,1096 s van ness ave,the little spot cafe," coffee & tea,bagels,sandwiches",4155501800,"takeout, creditcard, bikeparking, goodforkids, outdoorseating, waiterservice",94110,1199 s van ness ave,0
2755,876,835,gordo taqueria," mexican,fast food",4155666011," takeout, seating, wheelchair accessible",94122,1233 9th avenue,gordo taqueria," fast food,mexican",4153874484,"takeout, creditcard, bikeparking, goodforkids",94121,2252 clement st,0
2768,877,17,sanjalisco restaurant," mexican,latin,spanish",4156488383," takeout, seating, waitstaff, serves alcohol",94110,901 s van ness ave,philz coffee, coffee & tea,4152927660,"takeout, creditcard, applepay, bikeparking",94102,748 van ness ave,0
2785,877,585,sanjalisco restaurant," mexican,latin,spanish",4156488383," takeout, seating, waitstaff, serves alcohol",94110,901 s van ness ave,whiz burgers drive-in, burgers,4158245888,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, outdoorseating",94110,700 s van ness ave,0
2791,877,998,sanjalisco restaurant," mexican,latin,spanish",4156488383," takeout, seating, waitstaff, serves alcohol",94110,901 s van ness ave,august 1 five," indian,cocktail bars,salad",4157715900,"reservations, takeout, creditcard, goodforkids, goodforgroups, waiterservice, caters",94102,524 van ness ave,0
2797,885,619,brain wash cafe and laundromat," american,cafe, bar,delicatessen,pub",4158613663," seating, wheelchair accessible, serves alcohol, takeout",94103,1122 folsom st,brainwash cafe &amp; laundromat," cafes,laundromat",4158613663,"takeout, creditcard, applepay, bikeparking, goodforgroups, outdoorseating",94103,1122 folsom st,1
2801,895,1372,the lounge, american,4152967465," seating, reservations, wheelchair accessible",94108,"600 stockton st,the ritz-carlton",the lounge at the ritz-carlton," lounges,american (new)",4152967465,"reservations, creditcard, goodforgroups, hastv, waiterservice, caters",94108,600 stockton st,1
2817,916,119,street restaurant, american,4157751055," seating, waitstaff",94109,2141 polk st,streets eat street food," tacos,hot dogs,sandwiches",4157751055,"takeout, creditcard, bikeparking, goodforkids, goodforgroups",94102,634 polk st,0
2848,956,2158,brick and beam - hyatt at fishermans wharf," american, bar,pub",4155631234," television, wheelchair accessible, serves alcohol, takeout, reservations, seating, waitstaff",94133,555 n point st,hyatt centric fisherman‰Û¡ÌÝå»s wharf san francisco, hotels,4155631234,creditcard,94133,555 n point st,1
2854,959,1407,da flora, italian,4159814664," reservations, seating, waitstaff, serves alcohol",94133,701 columbus ave,da flora-a venetian osteria, italian,4159814664,"reservations, creditcard, bikeparking, waiterservice",94133,701 columbus ave,1
2858,960,561,kushi tsuru," japanese,asian,sushi",4159229902," takeout, seating, waitstaff, wheelchair accessible, serves alcohol",94115,1737 post st,andersen bakery," bakeries,sandwiches",4153451046,"takeout, creditcard, bikeparking, goodforkids, outdoorseating",94115,1737 post st,0
2865,963,1198,walzwerk," german,european, central european",4155517181," reservations, seating, waitstaff, serves alcohol",94103,381 s van ness ave,helmand palace," afghan,salad,soup",4153450072,"reservations, delivery, takeout, creditcard, bikeparking, goodforkids, goodforgroups, waiterservice, caters",94109,2424 van ness ave,0
2869,963,1365,walzwerk," german,european, central european",4155517181," reservations, seating, waitstaff, serves alcohol",94103,381 s van ness ave,dainese d-store," motorcycle gear,ski & snowboard shops",4156265478,"creditcard, applepay, bikeparking",94103,131 s van ness ave,0
2871,963,1442,walzwerk," german,european, central european",4155517181," reservations, seating, waitstaff, serves alcohol",94103,381 s van ness ave,davies symphony hall," performing arts,music venues,venues & event spaces",4156216600,"creditcard, bikeparking, goodforkids, goodforgroups",94102,201 van ness ave,0
2873,963,1456,walzwerk," german,european, central european",4155517181," reservations, seating, waitstaff, serves alcohol",94103,381 s van ness ave,san francisco symphony," performing arts,music venues",4158646000,"creditcard, bikeparking, goodforkids, goodforgroups",94102,201 van ness ave,0
2878,963,1779,walzwerk," german,european, central european",4155517181," reservations, seating, waitstaff, serves alcohol",94103,381 s van ness ave,pacific plastic surgery group," cosmetic surgeons,skin care",4153799015,"creditcard, bikeparking",94102,77 van ness ave,0
2889,963,492,walzwerk," german,european, central european",4155517181," reservations, seating, waitstaff, serves alcohol",94103,381 s van ness ave,the little spot cafe," coffee & tea,bagels,sandwiches",4155501800,"takeout, creditcard, bikeparking, goodforkids, outdoorseating, waiterservice",94110,1199 s van ness ave,0
2892,963,637,walzwerk," german,european, central european",4155517181," reservations, seating, waitstaff, serves alcohol",94103,381 s van ness ave,my corner cafe, american (traditional),4155502382,"takeout, creditcard, bikeparking, goodforkids, goodforgroups",94110,1500 s van ness ave,0
2898,966,1119,roti indian bistro," indian,vegetarian friendly",4156657684," takeout, reservations, seating, waitstaff, serves alcohol, wheelchair accessible",94127,53 w portal ave,trattoria da vittorio," italian,pizza",4157420300,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, outdoorseating, hastv, waiterservice, caters",94127,150 w portal ave,0
2917,998,1989,san francisco athletic club," bar,pub,american",4159238989," reservations, television, wheelchair accessible, delivery, takeout, parking available, street parking, free off-street parking, highchairs available, serves alcohol, full bar, accepts american express, accepts mastercard, accepts visa, free wifi, accepts discover, seating, waitstaff",94115,1750 divisadero st,club monaco san francisco - women‰Û¡ÌÝå»s, women's clothing,4158560828,"creditcard, bikeparking",94108,865 market st,0
