title,phone,tags,price,yelp_rating,food_rating,service_rating,value_rating,atmosphere_rating,feature,street_address,zipcode,zipcode_extension,monday,tuesday,wednesday,thursday,friday,saturday,sunday,webpage
Park Gyros,(415) 731-0400,"Mediterranean, Turkish, Greek, Middle Eastern, Lebanese, Vegetarian Friendly, Salad",$10-$10,3.5,4.5/5,4.5/5,3/5,4/5,"Alcohol, Delivery, Goodforkids, Hastv, Wifi, Creditcard, Ambience, Bikeparking, Wheelchair Accessible, Takeout, Attire, Seating",1201 9th avenue,94122,2306,10:00 AM-10:00 PM,10:00 AM-10:00 PM,10:00 AM-10:00 PM,10:00 AM-10:00 PM,10:00 AM-10:00 PM,10:00 AM-10:00 PM,11:00 AM-5:00 PM,https://www.yelp.com/biz/park-gyros-san-francisco
Frances,(415) 621-3870,"American, American (New)",$31-$60,4.5,4.5/5,4.5/5,4/5,4/5,"Serves Alcohol, Waitstaff, Ambience, Bikeparking, Reservations, Wheelchair Accessible, Takeout, Noiselevel, Seating",3870 17th street 17th and Pond street  near Market and Castro,94114,2030,5:00 PM-10:00 PM,5:00 PM-10:00 PM,5:00 PM-10:00 PM,5:00 PM-10:00 PM,5:00 PM-10:30 PM,5:00 PM-10:00 PM,5:00 PM-10:00 PM,http://www.yelp.com/biz/frances-san-francisco
Cafe Reverie,(415) 242-0200,"Cafe, American, Coffee & Tea, Sandwiches, Breakfast & Brunch",$11-$30,4.0,4.5/5,4.5/5,4/5,4.5/5,"Goodforkids, Delivery, Hastv, Wifi, Bikeparking, Outdoor Seating, Seating",848 Cole street,94117,3908,6:00 AM-9:00 PM,6:00 AM-9:00 PM,6:00 AM-9:00 PM,6:00 AM-9:00 PM,6:00 AM-9:00 PM,7:30 AM-7:30 PM,7:30 AM-7:30 PM,https://www.yelp.com/biz/cafe-reverie-san-francisco
Zen Yai Thai Restaurant,(415) 441-1640,"Asian, Thai",$10-$15,3.5,4.5/5,4/5,3.5/5,4.5/5,"Alcohol, Delivery, Hastv, Wifi, Ambience, Bikeparking, Takeout, Attire, Noiselevel, Parking, Seating",771 Ellis street,94109,,"11:00 AM-3:00 PM, 4:00 PM-9:30 PM","11:00 AM-3:00 PM, 4:00 PM-9:30 PM","11:00 AM-3:00 PM, 4:00 PM-9:30 PM","11:00 AM-3:00 PM, 4:00 PM-9:30 PM","11:00 AM-3:00 PM, 4:00 PM-1:00 AM",11:00 AM-1:00 AM,11:00 AM-9:30 PM,https://www.yelp.com/biz/zen-yai-thai-restaurant-san-francisco
Jasmine Garden,(415) 861-2682,"Asian, Vietnamese",$11-$30,4.0,4.5/5,4/5,4/5,4/5,"Waitstaff, Delivery, Hastv, Wifi, Ambience, Bikeparking, Wheelchair Accessible, Takeout, Attire, Noiselevel, Parking, Seating",708 14th Street,94114,1106,"12:00 PM-4:00 PM, 5:00 PM-9:30 PM",12:00 PM-9:30 PM,"12:00 PM-4:00 PM, 5:00 PM-9:30 PM","12:00 PM-4:00 PM, 5:00 PM-9:30 PM","12:00 PM-4:00 PM, 5:00 PM-10:00 PM","12:00 PM-4:00 PM, 5:00 PM-10:00 PM","12:00 PM-4:00 PM, 5:00 PM-10:00 PM",https://www.yelp.com/biz/jasmine-garden-san-francisco
ShakeDown,,Ice Cream & Frozen Yogurt,Inexpensive,4.5,4.5/5,4.5/5,5/5,4.5/5,"Takeout, Delivery, Bikeparking",835 Geary street,94109,7217,,4:00 PM-11:00 PM,4:00 PM-11:00 PM,4:00 PM-11:00 PM,4:00 PM-12:00 AM,12:00 PM-12:00 AM,12:00 PM-11:00 PM,https://www.yelp.com/biz/shakedown-san-francisco
Cafe Franco,(415) 771-7277,"Salad, Sandwiches, Cafes",$10-$10,4.5,4.5/5,4.5/5,5/5,4.5/5,"Delivery, Hastv, Wifi, Bikeparking, Takeout, Parking","Fort Mason,Bldg 240",94123,,8:00 AM-9:30 PM,8:00 AM-9:30 PM,8:00 AM-9:30 PM,8:00 AM-9:30 PM,8:00 AM-9:30 PM,8:00 AM-9:30 PM,8:00 AM-9:30 PM,https://www.yelp.com/biz/cafe-franco-san-francisco
Maven,(415) 829-7982,"American, American (New), Gastropubs, Cocktail Bars",$11-$30,4.0,4.5/5,4.5/5,4.5/5,4/5,"Waitstaff, Delivery, Hastv, Ambience, Bikeparking, Reservations, Takeout, Seating",598 Haight street,94117,3407,5:30 PM-12:00 AM,5:30 PM-12:00 AM,5:30 PM-12:00 AM,5:30 PM-12:00 AM,5:30 PM-12:00 AM,5:30 PM-12:00 AM,5:30 PM-12:00 AM,https://www.yelp.com/biz/maven-san-francisco
Cotogna,(415) 775-8508,"Italian, Gluten Free Options",$20-$60,4.0,4.5/5,4.5/5,4/5,4/5,"Serves Alcohol, Waitstaff, Delivery, Hastv, Ambience, Bikeparking, Reservations, Wheelchair Accessible, Takeout, Noiselevel, Seating, Full Bar",490 Pacific avenue,94133,,11:30 AM-10:30 PM,11:30 AM-10:30 PM,11:30 AM-10:30 PM,11:30 AM-10:30 PM,11:30 AM-12:00 AM,11:30 AM-12:00 AM,5:00 PM-9:00 PM,http://www.yelp.com/biz/cotogna-san-francisco
Enjoy Vegetarian Restaurant,(415) 682-0826,"Chinese, Asian, Vegetarian Friendly, Vegan Options, Vegetarian",$11-$30,4.0,4/5,4.5/5,4/5,4.5/5,"Waitstaff, Delivery, Hastv, Wifi, Ambience, Bikeparking, Takeout, Noiselevel, Seating",754 Kirkham street,94122,,,"11:00 AM-2:30 PM, 5:00 PM-9:00 PM","11:00 AM-2:30 PM, 5:00 PM-9:00 PM","11:00 AM-2:30 PM, 5:00 PM-9:00 PM","11:00 AM-2:30 PM, 5:00 PM-9:00 PM","11:00 AM-2:30 PM, 5:00 PM-9:00 PM","11:00 AM-2:30 PM, 5:00 PM-9:00 PM",https://www.yelp.com/biz/enjoy-vegetarian-restaurant-san-francisco-3
Florio,(415) 775-4300,"Italian, Steakhouse, Mediterranean, Bars",$31-$80,3.5,4/5,4/5,4/5,3.5/5,"Serves Alcohol, Waitstaff, Delivery, Goodforkids, Hastv, Creditcard, Ambience, Bikeparking, Reservations, Takeout, Noiselevel, Seating",1915 Fillmore street,94115,2744,5:30 PM-9:00 PM,5:30 PM-9:30 PM,5:30 PM-9:30 PM,5:30 PM-9:30 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-9:00 PM,http://www.yelp.com/biz/florio-bar-and-cafe-san-francisco
La Ciccia,(415) 550-8114,"Italian, Mediterranean, Seafood, Sardinian",$21-$60,4.5,5/5,4.5/5,4.5/5,4.5/5,"Serves Alcohol, Waitstaff, Ambience, Reservations, Takeout, Noiselevel, Seating",291 30th street,94131,2454,,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,http://www.yelp.com/biz/la-ciccia-san-francisco
Linea Caffe,,Coffee & Tea,Moderate,4.0,4.5/5,5/5,3.5/5,4.5/5,"Delivery, Goodforkids, Bikeparking, Takeout",3417 18th street,94110,1746,8:00 AM-3:00 PM,8:00 AM-3:00 PM,8:00 AM-3:00 PM,8:00 AM-3:00 PM,8:00 AM-3:00 PM,8:00 AM-3:00 PM,8:00 AM-3:00 PM,https://www.yelp.com/biz/linea-caffe-san-francisco
Truly Mediterranean,(415) 252-7482,"Lebanese, Fast Food, Mediterranean, Turkish, Greek, Middle Eastern, Halal",$10-$20,4.0,4.5/5,4.5/5,2.5/5,4.5/5,"Goodforkids, Delivery, Wifi, Bikeparking, Takeout, Seating",3109 16th street,94103,3327,11:00 AM-10:00 PM,11:00 AM-10:00 PM,11:00 AM-10:00 PM,11:00 AM-10:00 PM,11:00 AM-12:00 AM,11:00 AM-12:00 AM,11:00 AM-10:00 PM,https://www.yelp.com/biz/truly-mediterranean-san-francisco
Rove Kitchen,,"American, Bar, Pub, Burgers, American (Traditional)",$11-$30,4.5,4/5,4/5,,4/5,"Waitstaff, Delivery, Ambience, Takeout, Parking, Seating",678 Post street,94109,8232,,,,"11:30 AM-2:30 PM, 5:30 PM-10:00 PM","11:30 AM-2:30 PM, 5:30 PM-10:00 PM","11:30 AM-2:30 PM, 5:30 PM-10:00 PM",10:30 AM-2:30 PM,https://www.yelp.com/biz/rove-kitchen-san-francisco
Olivos Restaurant,(415) 931-3019,"Mexican, Latin, Spanish, Salvadoran, South American, Central American, Latin American",$5-$10,4.0,4.5/5,4/5,3/5,4.5/5,"Delivery, Hastv, Wifi, Ambience, Bikeparking, Takeout, Parking, Seating",1017 Larkin street,94109,5705,9:00 AM-9:00 PM,9:00 AM-9:00 PM,9:00 AM-9:00 PM,9:00 AM-9:00 PM,9:00 AM-9:00 PM,9:00 AM-9:00 PM,,https://www.yelp.com/biz/olivos-san-francisco
Gordo Taqueria,(415) 387-4484,"Mexican, Fast Food",$10-$20,4.0,5/5,4.5/5,3.5/5,5/5,"Takeout, Delivery, Wifi, Bikeparking",2252 Clement street,94121,2019,10:00 AM-10:00 PM,10:00 AM-10:00 PM,10:00 AM-10:00 PM,10:00 AM-10:00 PM,10:00 AM-10:00 PM,10:00 AM-10:00 PM,10:00 AM-10:00 PM,https://www.yelp.com/biz/gordo-taqueria-san-francisco-2
Cafe Claude,(415) 392-3505,"French, Venues & Event Spaces",$21-$60,4.0,4.5/5,4.5/5,4/5,4/5,"Accepts Visa, Serves Alcohol, Waitstaff, Delivery, Goodforkids, Accepts Discover, Hastv, Accepts Mastercard, Ambience, Accepts American Express, Wine And Beer, Takeout, Reservations, Outdoor Seating, Digital Payments, Noiselevel, Seating, Free Wifi, Full Bar","7 Claude Ln,Ste 8",94108,4446,11:30 AM-10:30 PM,11:30 AM-10:30 PM,11:30 AM-10:30 PM,11:30 AM-10:30 PM,11:30 AM-10:30 PM,11:30 AM-10:30 PM,5:30 PM-10:30 PM,http://www.yelp.com/biz/cafe-claude-san-francisco
Chai Bar By David Rio,(415) 865-0677,"Tea Rooms, Cafes",$10-$10,4.0,3/5,5/5,,4/5,"Accepts Visa, Serves Alcohol, Delivery, Goodforkids, Accepts Discover, Wifi, Accepts Mastercard, Creditcard, Hastv, Street Parking, Bikeparking, Parking Available, Wheelchair Accessible, Takeout, Wine And Beer, Outdoor Seating, Accepts American Express, Attire, Seating, Free Wifi",1019 Market street CA,94103,1612,7:30 AM-6:30 PM,7:30 AM-6:30 PM,7:30 AM-6:30 PM,7:30 AM-6:30 PM,7:30 AM-6:00 PM,12:00 PM-6:00 PM,12:00 PM-5:00 PM,https://www.yelp.com/biz/chai-bar-by-david-rio-san-francisco
Wooley Pig Cafe,(415) 592-8015,"Sandwiches, Coffee & Tea, Breakfast & Brunch",$10-$10,4.5,5/5,4.5/5,,4.5/5,"Delivery, Goodforkids, Wifi, Creditcard, Bikeparking, Takeout",205 Hugo street,94122,2603,7:00 AM-3:00 PM,7:00 AM-3:00 PM,7:00 AM-3:00 PM,7:00 AM-3:00 PM,7:00 AM-3:00 PM,8:00 AM-3:00 PM,8:00 AM-3:00 PM,https://www.yelp.com/biz/wooly-pig-cafe-san-francisco
Shalimar Resturant,(415) 776-4642,"Indian, Pakistani, Middle Eastern",$5-$10,4.0,4.5/5,3.5/5,3/5,5/5,"Goodforkids, Delivery, Hastv, Wifi, Bikeparking, Takeout, Attire, Seating",1409 Polk street,94109,4615,"12:00 PM-3:00 PM, 5:30 PM-10:30 PM","12:00 PM-3:00 PM, 5:30 PM-10:30 PM","12:00 PM-3:00 PM, 5:30 PM-10:30 PM","12:00 PM-3:00 PM, 5:30 PM-10:30 PM","12:00 PM-3:00 PM, 5:30 PM-10:30 PM","12:00 PM-3:00 PM, 5:30 PM-11:00 PM","12:00 PM-3:00 PM, 5:30 PM-11:00 PM",https://www.yelp.com/biz/shalimar-resturant-san-francisco
Taqueria San Jose,(415) 282-0203,"Mexican, Latin, Spanish",$10-$20,3.5,4.5/5,4.5/5,4/5,4.5/5,"Delivery, Hastv, Wifi, Bikeparking, Takeout, Attire, Parking, Seating",2830 Mission street,94110,3908,8:00 AM-12:00 AM,8:00 AM-12:00 AM,8:00 AM-12:00 AM,8:00 AM-12:00 AM,8:00 AM-12:00 AM,8:00 AM-12:00 AM,8:00 AM-12:00 AM,https://www.yelp.com/biz/taqueria-san-jose-san-francisco
Two Sisters Bar and Books,,"Bar, Pub, American, Bars, American (New)",$11-$30,4.0,3.5/5,4.5/5,5/5,3.5/5,"Goodforkids, Bikeparking, Takeout, Attire, Seating",579 Hayes street,94102,4213,,4:00 PM-11:00 PM,4:00 PM-11:00 PM,4:00 PM-11:00 PM,4:00 PM-12:00 AM,12:00 PM-12:00 AM,12:00 PM-10:00 PM,https://www.yelp.com/biz/two-sisters-bar-and-books-san-francisco
Long Bridge Pizza,(415) 829-8999,"Italian, Pizza",$11-$30,4.5,5/5,4.5/5,5/5,4/5,"Delivery, Wifi, Bikeparking, Wheelchair Accessible, Takeout, Attire, Seating",2347 3rd street,94107,3108,"11:00 AM-3:00 PM, 5:00 PM-9:00 PM","11:00 AM-3:00 PM, 5:00 PM-9:00 PM","11:00 AM-3:00 PM, 5:00 PM-9:00 PM","11:00 AM-3:00 PM, 5:00 PM-9:00 PM","11:00 AM-3:00 PM, 5:00 PM-9:00 PM",12:00 PM-9:00 PM,12:00 PM-9:00 PM,https://www.yelp.com/biz/long-bridge-pizza-san-francisco-3
Pho 2000,(415) 474-1188,"Vietnamese, Noodles",$10-$10,4.0,4/5,4/5,3.5/5,4.5/5,"Delivery, Hastv, Wifi, Ambience, Bikeparking, Noiselevel, Attire, Parking",637 Larkin street,94109,7925,8:30 AM-8:30 PM,,8:30 AM-8:30 PM,8:30 AM-8:30 PM,8:30 AM-8:30 PM,8:30 AM-8:30 PM,8:30 AM-8:30 PM,https://www.yelp.com/biz/pho-2000-san-francisco
Un Cafecito,(415) 374-1769,"Coffee & Tea, Breakfast & Brunch, Sandwiches",$10-$10,4.5,4.5/5,5/5,,5/5,"Delivery, Goodforkids, Hastv, Wifi, Ambience, Bikeparking, Takeout, Attire",335 Jones street,94102,2604,6:00 AM-5:00 PM,6:00 AM-5:00 PM,6:00 AM-5:00 PM,6:00 AM-5:00 PM,6:00 AM-5:00 PM,7:00 AM-1:00 PM,6:00 AM-2:00 PM,https://www.yelp.com/biz/un-cafecito-san-francisco
Working Girl's Cafe,(415) 398-1390,"American, Cafe, Delicatessen, Sandwiches, Salad, Breakfast & Brunch",$10-$10,4.0,4/5,4/5,3/5,4/5,"Alcohol, Delivery, Goodforkids, Wifi, Bikeparking, Wheelchair Accessible, Takeout, Attire, Seating",259 Kearny street,94108,4502,7:00 AM-6:00 PM,7:00 AM-6:00 PM,7:00 AM-6:00 PM,7:00 AM-6:00 PM,7:00 AM-6:00 PM,7:00 AM-6:00 PM,7:00 AM-6:00 PM,https://www.yelp.com/biz/working-girls-cafe-san-francisco
The Yellow Submarine,(415) 681-5652,"American, Fast Food, Delicatessen, Sandwiches",$8-$10,4.0,4.5/5,4/5,3/5,4.5/5,"Delivery, Hastv, Wifi, Bikeparking, Takeout, Seating",503 Irving street,94122,2513,11:00 AM-8:30 PM,11:00 AM-8:30 PM,11:00 AM-8:30 PM,11:00 AM-8:30 PM,11:00 AM-8:30 PM,11:00 AM-8:00 PM,11:00 AM-5:30 PM,https://www.yelp.com/biz/the-yellow-submarine-san-francisco
Ristobar,(415) 923-6464,"Italian, Pizza, Bars",$31-$60,3.5,4/5,4/5,4/5,3.5/5,"Serves Alcohol, Waitstaff, Delivery, Goodforkids, Hastv, Ambience, Bikeparking, Television, Reservations, Takeout, Noiselevel, Parking, Seating",2300 Chestnut street,94123,2610,7:00 AM-7:00 PM,7:00 AM-7:00 PM,5:00 PM-7:00 PM,5:00 PM-7:00 PM,5:00 PM-10:30 PM,7:00 AM-10:30 PM,7:00 AM-7:00 PM,http://www.yelp.com/biz/ristobar-san-francisco-2
Lou's Cafe,(415) 379-4429,"Cafe, Coffee & Tea, Sandwiches, Salad",$10-$10,4.5,4/5,4.5/5,4/5,4.5/5,"Delivery, Goodforkids, Wifi, Bikeparking, Wheelchair Accessible, Takeout, Attire, Parking, Seating",5017 Geary boulevard,94118,2813,8:00 AM-7:00 PM,8:00 AM-7:00 PM,8:00 AM-7:00 PM,8:00 AM-7:00 PM,8:00 AM-7:00 PM,8:00 AM-4:00 PM,,https://www.yelp.com/biz/lous-cafe-san-francisco
Revelry Bistro,(415) 241-6833,"French, Fusion, American (New), Breakfast & Brunch",$31-$60,4.5,4.5/5,4.5/5,,4.5/5,"Waitstaff, Delivery, Goodforkids, Hastv, Ambience, Bikeparking, Reservations, Wheelchair Accessible, Takeout, Noiselevel, Seating",297 Page Street,94102,,,,5:00 PM-10:30 PM,5:00 PM-10:30 PM,5:00 PM-10:30 PM,11:00 AM-10:30 PM,11:00 AM-9:00 PM,http://www.yelp.com/biz/revelry-bistro-san-francisco
Maruya,(415) 503-0702,"Japanese, Sushi, Asian, Sushi Bars",$61-$150,4.0,5/5,4.5/5,4.5/5,4/5,"Accepts Visa, Serves Alcohol, Waitstaff, Accepts Discover, Accepts Mastercard, Ambience, Reservations, Wheelchair Accessible, Wine And Beer, Takeout, Noiselevel, Seating",2931 16th street,94103,3612,,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,,https://www.yelp.com/biz/maruya-san-francisco
L'ardoise Bistro,(415) 437-2600,"French, European",$20-$60,4.5,4.5/5,4.5/5,4.5/5,4.5/5,"Accepts Visa, Serves Alcohol, Waitstaff, Accepts Discover, Accepts Mastercard, Ambience, Bikeparking, Accepts American Express, Wine And Beer, Reservations, Takeout, Noiselevel, Seating",151 Noe street,94114,1245,,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:00 PM-11:00 PM,5:00 PM-11:00 PM,,http://www.yelp.com/biz/l-ardoise-bistro-san-francisco
DragonEats,,"Vietnamese, Fast Food, Vegetarian Friendly",$10-$10,4.0,5/5,4.5/5,4/5,5/5,"Delivery, Wifi, Bikeparking, Takeout, Attire, Seating",520 Gough street,94102,4496,11:00 AM-6:00 PM,11:00 AM-6:00 PM,11:00 AM-6:00 PM,11:00 AM-6:00 PM,11:00 AM-6:00 PM,11:00 AM-6:00 PM,11:00 AM-5:00 PM,https://www.yelp.com/biz/dragoneats-san-francisco
Arabian Nights Restaurant,(415) 648-1444,"Middle Eastern, Lebanese, Mediterranean, Wine Bars, Arabian",$11-$30,4.0,4.5/5,4/5,4/5,4/5,"Waitstaff, Delivery, Goodforkids, Hastv, Wifi, Ambience, Bikeparking, Reservations, Takeout, Attire, Noiselevel, Parking, Seating",2345 Mission Street,94110,,5:00 PM-11:00 PM,5:00 PM-11:00 PM,5:00 PM-11:00 PM,5:00 PM-11:00 PM,5:00 PM-12:00 AM,5:00 PM-12:00 AM,5:00 PM-11:00 PM,https://www.yelp.com/biz/arabian-nights-restaurant-san-francisco
Tselogs,(415) 658-7142,"Filipino, Asian",$10-$10,4.5,5/5,5/5,,5/5,"Delivery, Wifi, Ambience, Takeout, Attire",552 Jones Street,94102,,11:00 AM-9:00 PM,11:00 AM-9:00 PM,11:00 AM-9:00 PM,11:00 AM-9:00 PM,11:00 AM-3:00 AM,11:00 AM-3:00 AM,,https://www.yelp.com/biz/tselogs-san-francisco-4
El Metate Restaurant,(415) 641-7209,"Mexican, Latin, Spanish",$10-$20,4.0,4/5,4/5,3.5/5,4.5/5,"Delivery, Goodforkids, Hastv, Wifi, Bikeparking, Wheelchair Accessible, Takeout, Attire, Seating",2406 Bryant street,94110,3416,10:00 AM-10:00 PM,10:00 AM-10:00 PM,10:00 AM-10:00 PM,10:00 AM-10:00 PM,10:00 AM-10:00 PM,10:00 AM-10:00 PM,10:00 AM-10:00 PM,https://www.yelp.com/biz/el-metate-restaurant-san-francisco
Saffron Grill,(415) 567-5100,Indian,$11-$30,4.0,4/5,5/5,3.5/5,4/5,"Alcohol, Delivery, Wifi, Ambience, Bikeparking, Takeout, Attire, Noiselevel, Seating",1279 Fulton street,94117,,5:00 PM-9:30 PM,"11:00 AM-2:30 PM, 5:00 PM-9:30 PM","11:00 AM-2:30 PM, 5:00 PM-9:30 PM","11:00 AM-2:30 PM, 5:00 PM-9:30 PM","11:00 AM-2:30 PM, 5:00 PM-9:30 PM","11:00 AM-2:30 PM, 5:00 PM-9:30 PM","11:00 AM-2:30 PM, 5:00 PM-9:30 PM",https://www.yelp.com/biz/saffron-grill-san-francisco
Schmidt's,(415) 401-0200,"German, European, Breakfast & Brunch, Bars",$11-$30,4.0,4.5/5,4.5/5,4/5,4/5,"Waitstaff, Delivery, Hastv, Wifi, Ambience, Bikeparking, Reservations, Takeout, Noiselevel, Seating",2400 Folsom street,94110,2620,5:00 PM-10:00 PM,5:00 PM-10:00 PM,5:00 PM-10:00 PM,5:00 PM-10:00 PM,5:00 PM-10:00 PM,"10:00 AM-2:00 PM, 5:00 PM-10:00 PM","10:00 AM-2:00 PM, 5:00 PM-10:00 PM",https://www.yelp.com/biz/schmidts-san-francisco-2
Pomelo,(415) 285-2257,"International, Asian, Breakfast & Brunch, Modern European, Cuban",$11-$30,4.0,4.5/5,4/5,3.5/5,4.5/5,"Serves Alcohol, Waitstaff, Delivery, Goodforkids, Wifi, Ambience, Bikeparking, Reservations, Takeout, Noiselevel, Seating",1793 Church street,94131,2450,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,10:00 AM-2:30 PM,5:30 PM-2:30 PM,https://www.yelp.com/biz/pomelo-san-francisco
Ristorante Bacco,(415) 282-4969,"Italian, Mediterranean",$31-$60,4.0,4/5,4.5/5,4/5,4/5,"Serves Alcohol, Waitstaff, Delivery, Goodforkids, Hastv, Ambience, Bikeparking, Reservations, Takeout, Attire, Noiselevel, Seating",737 Diamond street,94114,3227,5:30 PM-9:30 PM,5:30 PM-9:30 PM,5:30 PM-9:30 PM,5:30 PM-9:30 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:00 PM-9:00 PM,http://www.yelp.com/biz/bacco-san-francisco
Chinese House of Pancakes,(415) 681-8388,"Chinese, Coffee & Tea, Desserts",$10-$10,4.0,4.5/5,3.5/5,3/5,5/5,"Hastv, Delivery, Wifi, Ambience, Bikeparking",937 Taraval street,94116,2422,"11:30 AM-3:00 PM, 5:00 PM-10:00 PM","11:30 AM-3:00 PM, 5:00 PM-10:00 PM",,"11:30 AM-3:00 PM, 5:00 PM-10:00 PM","11:30 AM-3:00 PM, 5:00 PM-10:00 PM","11:30 AM-3:00 PM, 5:00 PM-10:00 PM","11:30 AM-3:00 PM, 5:00 PM-10:00 PM",https://www.yelp.com/biz/house-of-pancakes-san-francisco
Hobson's Choice Bar,(415) 621-5859,Bars,Moderate,4.0,3.5/5,4/5,4/5,4/5,"Hastv, Bikeparking, Takeout, Parking, Seating",1601 Haight street,94117,2815,2:00 PM-2:00 AM,2:00 PM-2:00 AM,2:00 PM-2:00 AM,2:00 PM-2:00 AM,2:00 PM-2:00 AM,12:00 PM-2:00 AM,12:00 PM-2:00 AM,https://www.yelp.com/biz/hobsons-choice-san-francisco
Pearl's Deluxe Burgers,(415) 409-6120,"American, Fast Food, Burgers",$5-$30,4.0,4.5/5,4.5/5,3.5/5,4.5/5,"Delivery, Wifi, Bikeparking, Wheelchair Accessible, Takeout, Seating",708 Post street,94109,,11:00 AM-10:00 PM,11:00 AM-10:00 PM,11:00 AM-10:00 PM,11:00 AM-10:00 PM,11:00 AM-11:00 PM,11:00 AM-11:00 PM,12:00 PM-9:00 PM,https://www.yelp.com/biz/pearls-deluxe-burgers-san-francisco-3
Frascati,(415) 928-1406,"Italian, American, Mediterranean",$31-$60,4.5,4.5/5,4.5/5,4.5/5,4/5,"Serves Alcohol, Waitstaff, Delivery, Ambience, Bikeparking, Reservations, Takeout, Noiselevel, Seating, Full Bar",1901 Hyde street,94109,2014,5:30 PM-9:30 PM,5:30 PM-9:30 PM,5:30 PM-9:30 PM,5:30 PM-9:30 PM,5:30 PM-9:30 PM,5:30 PM-9:30 PM,5:30 PM-9:00 PM,http://www.yelp.com/biz/frascati-san-francisco
The Dosa Brothers,(415) 378-0984,"Indian, Street Vendors",$8-$12,4.5,5/5,5/5,4/5,5/5,"Delivery, Wifi, Creditcard, Bikeparking, Takeout, Attire",598 Market street,94104,5322,10:00 AM-3:00 PM,10:00 AM-3:00 PM,10:00 AM-3:00 PM,10:00 AM-3:00 PM,10:00 AM-3:00 PM,,,https://www.yelp.com/biz/the-dosa-brothers-san-francisco-4
Blue Front Cafe,(415) 252-5917,"American, Cafe, Mediterranean, Middle Eastern, Vegetarian Friendly, Sandwiches, Coffee & Tea",$10-$30,4.0,4/5,3.5/5,3.5/5,4/5,"Delivery, Hastv, Wifi, Bikeparking, Wheelchair Accessible, Takeout, Attire, Seating",1430 Haight street,94117,2911,7:30 AM-10:00 PM,7:30 AM-10:00 PM,7:30 AM-10:00 PM,7:30 AM-10:00 PM,7:30 AM-10:00 PM,7:30 AM-10:00 PM,7:30 AM-10:00 PM,https://www.yelp.com/biz/blue-front-cafe-san-francisco
Venticello Ristorante,(415) 922-2545,Italian,$31-$80,4.0,4.5/5,4.5/5,4.5/5,4/5,"Serves Alcohol, Waitstaff, Ambience, Bikeparking, Reservations, Takeout, Noiselevel, Seating, Full Bar",1257 Taylor street,94108,1409,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,http://www.yelp.com/biz/venticello-ristorante-san-francisco
Paprika,(415) 375-1477,"German, European, Czech, Eastern European, Central European, Hungarian, Czech",$11-$30,4.5,4.5/5,4.5/5,4.5/5,4/5,"Waitstaff, Delivery, Hastv, Ambience, Bikeparking, Reservations, Noiselevel, Seating",3324 24th street,94110,3825,5:00 PM-10:30 PM,5:00 PM-10:30 PM,5:00 PM-10:30 PM,5:00 PM-10:30 PM,5:00 PM-10:30 PM,12:00 PM-11:00 PM,3:00 PM-10:00 PM,https://www.yelp.com/biz/paprika-san-francisco
Alamo Square Cafe,(415) 447-8636,"Cafe, Sandwiches, Coffee & Tea",$10-$10,3.5,5/5,4.5/5,,4.5/5,"Delivery, Wifi, Creditcard, Bikeparking, Wheelchair Accessible, Takeout, Seating",711 Fillmore street,94117,2612,6:30 AM-4:00 PM,6:30 AM-4:00 PM,6:30 AM-4:00 PM,6:30 AM-4:00 PM,6:30 AM-4:00 PM,7:30 AM-4:00 PM,7:30 AM-4:00 PM,https://www.yelp.com/biz/alamo-square-cafe-san-francisco
Zona Rosa,(415) 668-7717,"Mexican, Latin, Spanish",$8-$10,3.5,4.5/5,4.5/5,4/5,4/5,"Delivery, Hastv, Wifi, Bikeparking, Wheelchair Accessible, Parking, Seating",1797 Haight street,94117,2807,11:00 AM-9:00 PM,11:00 AM-9:00 PM,11:00 AM-9:00 PM,11:00 AM-9:00 PM,11:00 AM-9:00 PM,12:00 PM-9:00 PM,11:00 AM-9:00 PM,https://www.yelp.com/biz/zona-rosa-san-francisco
Hayes Valley Bakeworks,(415) 864-2688,"Bakeries, Coffee & Tea, American (New)",$7-$20,3.5,,,,,"Delivery, Hastv, Wifi, Creditcard, Bikeparking, Takeout, Attire",550 Gough street,94102,4496,7:00 AM-6:00 PM,7:00 AM-6:00 PM,7:00 AM-6:00 PM,7:00 AM-6:00 PM,7:00 AM-6:00 PM,8:00 AM-3:00 PM,,https://www.yelp.com/biz/hayes-valley-bakeworks-san-francisco
