A_id,A_title,A_popularity,A_rating,A_price,A_cuisine,A_phone,A_food_rating,A_service_rating,A_value_rating,A_atmosphere_rating,A_price_range,A_feature,A_mon,A_tue,A_wed,A_thu,A_fri,A_sat,A_sun,A_address,A_description,B_id,B_title,B_yelpPage,B_categories,B_price,B_rating,B_mon,B_tue,B_wed,B_thu,B_fri,B_sat,B_sun,B_addr,B_phone,B_takeout,B_creditCard,B_applePay,B_parking,B_bikeParking,B_outdoorSeating,B_wifi,B_caters,B_reservations,B_delivery,B_goodFor,B_goodForKids,B_goodForGroups,B_attire,B_ambience,B_noiseLevel,B_alcohol,B_hasTV,B_waiterService,B_driveThrough
1368,An Japanese Restaurant,"#1,369 of 4,344 Restaurants in San Francisco",5 of 5 bubbles,$$$$,,+1 415-292-4886,5 of 5 bubbles,5 of 5 bubbles,4.5 of 5 bubbles,,,,,,,,,,,"22 Peace Plz,#510,San Francisco, CA 94115-3611","Address:22 Peace Plz,#510,San Francisco, CA 94115-3611Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-292-4886trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",2235,An Japanese Restaurant,https://www.yelp.com/ /biz/an-japanese-restaurant-san-francisco-2,"Sushi Bars,Japanese",Above $61,4.5 star rating,Closed,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,Closed,"22 Peace PlzSan Francisco, CA 94115",(415) 292-4886,No,Yes,No,Garage,Yes,No,No,No,Yes,No,Dinner,No,No,Casual,Intimate,Quiet,Beer & Wine Only,No,Yes,
1369,The Boardroom,"#1,370 of 4,344 Restaurants in San Francisco",5 of 5 bubbles,$,,+1 415-982-8898,5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,,,,5:00 pm - 2:00 am,5:00 pm - 2:00 am,5:00 pm - 2:00 am,5:00 pm - 2:00 am,11:00 am - 2:00 am,9:00 am - 2:00 am,9:00 am - 2:00 am,"1609 Powell St,San Francisco, CA 94133-2813","Address:1609 Powell St,San Francisco, CA 94133-2813Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Russian HillNeighborhood: Russian HillPhone Number:+1 415-982-8898trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",529,The Boardroom,https://www.yelp.com/ /biz/the-boardroom-san-francisco,"Bars,American (Traditional)",Under $10,4.0 star rating,5:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,9:00 am-2:00 am,9:00 am-2:00 am,"1609 Powell StSan Francisco, CA 94133",(415) 982-8898,Yes,Yes,No,Street,Yes,No,Free,No,No,No,Brunch,No,Yes,Casual,Divey,Average,Full Bar,Yes,No,
1370,Bow Bow Cocktail Lounge,"#1,371 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,,,+1 415-421-6730,,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,,,,,,,,,,"1155 Grant Ave,San Francisco, CA 94133-4407","Address:1155 Grant Ave,San Francisco, CA 94133-4407Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;ChinatownNeighborhood: ChinatownPhone Number:+1 415-421-6730trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",636,Bow Bow Cocktail Lounge,https://www.yelp.com/ /biz/bow-bow-cocktail-lounge-san-francisco,"Karaoke,Bars",Inexpensive,4.0 star rating,,,,,,,,"1155 Grant AveSan Francisco, CA 94133",(415) 421-6730,,Yes,,Street,Yes,No,,,No,,,,Yes,,Divey,Very Loud,Full Bar,Yes,,
1371,Al-Masri Egyptian Restaurant,"#1,372 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,"Middle Eastern,Mediterranean, Egyptian",+1 415-876-2300,4.5 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,4.5 of 5 bubbles,$30,"Seating, Reservations, Waitstaff",,,,5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,5:30 pm - 9:30 pm,"4031 Balboa St,San Francisco, CA 94121-2516","Address:4031 Balboa St,San Francisco, CA 94121-2516Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;The RichmondNeighborhood: The RichmondPhone Number:+1 415-876-2300trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",1940,Al Masri,http://www.yelp.com/ /biz/al-masri-san-francisco,Middle Eastern,$31-60,3.0 star rating,Closed,Closed,Closed,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,"4031 Balboa StSan Francisco, CA 94121",(415) 876-2300,No,Yes,,Street,No,No,No,Yes,Yes,No,Dinner,Yes,Yes,Casual,,Average,Beer & Wine Only,Yes,Yes,
1373,Hoffmann's Grill & Rotisseriel,"#1,374 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,American,+1 415-374-7479,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,5 of 5 bubbles,$11 -$35,"Reservations, Seating, Waitstaff, Takeout",,5:30 pm - 9:00 pm,5:30 pm - 9:00 pm,5:30 pm - 9:00 pm,5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,5:30 pm - 9:00 pm,"1000 Guerrero St,San Francisco, CA 94110-2931","Address:1000 Guerrero St,San Francisco, CA 94110-2931Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Mission DistrictNeighborhood: Mission DistrictPhone Number:+1 415-374-7479trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",924,Hoffmann’s Grill &amp; Rotisserie,https://www.yelp.com/ /biz/hoffmanns-grill-and-rotisserie-san-francisco,American (New),$11-30,4.5 star rating,Closed,5:30 pm-9:00 pm,5:30 pm-9:00 pm,5:30 pm-9:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-9:00 pm,"1000 Guerrero StSan Francisco, CA 94110",(415) 374-7479,Yes,Yes,No,Street,No,No,Free,Yes,Yes,No,Dinner,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,Yes,
1377,Yan's Kitchen,"#1,378 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$,"Chinese,Asian",+1 415-989-8820,4.5 of 5 bubbles,4 of 5 bubbles,4.5 of 5 bubbles,3 of 5 bubbles,,"Takeout, Seating, Waitstaff",11:00 am - 9:30 pm,11:00 am - 9:30 pm,11:00 am - 9:30 pm,11:00 am - 9:30 pm,11:00 am - 9:30 pm,,,"57 Columbus Ave,San Francisco, CA 94111-2122","Address:57 Columbus Ave,San Francisco, CA 94111-2122Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Financial DistrictNeighborhood: Financial DistrictPhone Number:+1 415-989-8820trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",644,Yan’s Kitchen,https://www.yelp.com/ /biz/yans-kitchen-san-francisco,Chinese,Under $10,4.0 star rating,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-9:00 pm,12:00 pm-9:00 pm,Closed,"57 Columbus AveSan Francisco, CA 94111",(415) 989-8820,Yes,No,No,Street,Yes,No,No,No,No,No,Lunch,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,Yes,
1381,Cuisine of Nepal,"#1,382 of 4,344 Restaurants in San Francisco",5 of 5 bubbles,,,4156472222,5 of 5 bubbles,5 of 5 bubbles,5 of 5 bubbles,,,,,,,,,,,"3486 Mission Street San Francisco Ca 94110,San Francisco, CA","Address:3486 Mission Street San Francisco Ca 94110,San Francisco, CALocation:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:4156472222trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",911,Cuisine of Nepal,https://www.yelp.com/ /biz/cuisine-of-nepal-san-francisco,Himalayan/Nepalese,$11-30,5.0 star rating,Closed,11:00 am-2:30 pm4:30 pm-10:30 pm,11:00 am-2:30 pm4:30 pm-10:30 pm,11:00 am-2:30 pm4:30 pm-10:30 pm,11:00 am-2:30 pm4:30 pm-10:30 pm,11:00 am-2:30 pm4:30 pm-10:30 pm,11:00 am-2:30 pm4:30 pm-10:30 pm,"3486 Mission StSan Francisco, CA 94110",(415) 647-2222,Yes,Yes,No,Street,Yes,No,No,Yes,Yes,Yes,"Lunch, Dinner",Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,Yes,
1387,Taqueria Vallarta,"#1,388 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$,"Mexican,Latin,Spanish",+1 415-826-8116,4.5 of 5 bubbles,3.5 of 5 bubbles,4 of 5 bubbles,3.5 of 5 bubbles,,"Seating, Wheelchair Accessible",8:00 am - 1:00 am,8:00 am - 1:00 am,8:00 am - 1:00 am,8:00 am - 1:00 am,8:00 am - 1:00 am,8:00 am - 1:00 am,8:00 am - 1:00 am,"3033 24th St,San Francisco, CA 94110-4131","Address:3033 24th St,San Francisco, CA 94110-4131Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Mission DistrictNeighborhood: Mission DistrictPhone Number:+1 415-826-8116trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",92,Taqueria Vallarta,https://www.yelp.com/ /biz/taqueria-vallarta-san-francisco,Mexican,Under $10,4.0 star rating,8:00 am-1:00 am,8:00 am-1:00 am,8:00 am-1:00 am,8:00 am-1:00 am,8:00 am-3:30 am,8:00 am-3:30 am,8:00 am-1:00 am,"3033 24th StSan Francisco, CA 94110",(415) 826-8116,Yes,Yes,No,Street,Yes,No,No,No,No,No,"Lunch, Dinner, Late Night",Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,No,
1388,PizzaHacker,"#1,389 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,"Pizza,Italian",+1 415-759-3060,4.5 of 5 bubbles,4 of 5 bubbles,3.5 of 5 bubbles,3.5 of 5 bubbles,,Seating,,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,1:00 pm - 9:00 pm,"3299 Mission St,San Francisco, CA 94110-5006","Address:3299 Mission St,San Francisco, CA 94110-5006Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-759-3060trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",1088,PizzaHacker,https://www.yelp.com/ /biz/pizzahacker-san-francisco-4,Pizza,$11-30,4.0 star rating,Closed,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,"3299 Mission StSan Francisco, CA 94110",(415) 991-6911,Yes,Yes,No,Street,No,No,No,Yes,No,Yes,Dinner,Yes,Yes,Casual,"Hipster, Casual",Average,Beer & Wine Only,No,Yes,
1393,Cafe du Soleil,"#1,394 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$,,+1 415-699-6154,5 of 5 bubbles,4 of 5 bubbles,5 of 5 bubbles,,,,7:00 am - 5:00 pm,7:00 am - 5:00 pm,7:00 am - 5:00 pm,7:00 am - 5:00 pm,7:00 am - 5:00 pm,,,"345 3rd St,San Francisco, CA 94107-1212","Address:345 3rd St,San Francisco, CA 94107-1212Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SoMaNeighborhood: SoMaPhone Number:+1 415-699-6154trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",1002,Cafe du Soleil,https://www.yelp.com/ /biz/cafe-du-soleil-san-francisco-4,"French,Salad,Sandwiches",$11-30,4.5 star rating,10:00 am-4:00 pm,10:00 am-4:00 pm,10:00 am-4:00 pm,10:00 am-4:00 pm,10:00 am-4:00 pm,Closed,Closed,"345 3rd StSan Francisco, CA 94107",(415) 699-6154,Yes,Yes,No,"Garage, Street",No,Yes,Free,Yes,No,Yes,Lunch,No,No,Casual,Casual,Average,No,No,No,
1395,Bar 587,"#1,396 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,,+1 415-817-1712,3 of 5 bubbles,3 of 5 bubbles,3 of 5 bubbles,,,,4:00 pm - 2:00 am,4:00 pm - 2:00 am,4:00 pm - 2:00 am,4:00 pm - 2:00 am,4:00 pm - 2:00 am,4:00 pm - 2:00 am,4:00 pm - 2:00 am,"587 Post,San Francisco, CA 94102-1228","Address:587 Post,San Francisco, CA 94102-1228Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Union SquareNeighborhood: Union SquarePhone Number:+1 415-817-1712trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",1057,Bar 587,https://www.yelp.com/ /biz/bar-587-san-francisco,"Lounges,Cocktail Bars",Moderate,4.5 star rating,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,"587 Post StSan Francisco, CA 94102",(415) 817-1712,,Yes,No,Street,Yes,No,,,Yes,,,,Yes,,Trendy,Average,Full Bar,Yes,,
1396,El Castillito,"#1,397 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$,"Mexican,Latin,Spanish",+1 415-621-3428,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,3.5 of 5 bubbles,$8,Seating,10:00 am - 11:45 pm,10:00 am - 11:45 pm,10:00 am - 11:45 pm,10:00 am - 11:45 pm,10:00 am - 11:45 pm,10:00 am - 11:45 pm,10:00 am - 11:45 pm,"136 Church St,San Francisco, CA 94114-1111","Address:136 Church St,San Francisco, CA 94114-1111Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;The CastroNeighborhood: The CastroPhone Number:+1 415-621-3428trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",64,El Castillito,https://www.yelp.com/ /biz/el-castillito-san-francisco-2,Mexican,Under $10,4.0 star rating,10:00 am-11:30 pm,10:00 am-11:30 pm,10:00 am-11:30 pm,10:00 am-11:30 pm,10:00 am-12:30 am,10:00 am-12:30 am,10:00 am-11:30 pm,"136 Church StSan Francisco, CA 94114",(628) 400-5723,Yes,No,No,Street,Yes,No,No,No,No,No,"Lunch, Dinner",Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,
1397,Taqueria Castillo Mason,"#1,398 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$,"Mexican,Spanish",+1 415-986-0426,4.5 of 5 bubbles,5 of 5 bubbles,5 of 5 bubbles,4 of 5 bubbles,,,9:00 am - 9:00 pm,9:00 am - 9:00 pm,10:00 am - 5:00 pm,10:00 am - 5:00 pm,9:00 am - 9:00 pm,9:00 am - 9:00 pm,9:00 am - 9:00 pm,"10 Mason St,San Francisco, CA 94102-2806","Address:10 Mason St,San Francisco, CA 94102-2806Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Union SquareNeighborhood: Union SquarePhone Number:+1 415-986-0426trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",626,Taqueria Castillo Mason,https://www.yelp.com/ /biz/taqueria-castillo-mason-san-francisco,Mexican,Under $10,4.0 star rating,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-10:00 pm,9:00 am-10:00 pm,9:00 am-10:00 pm,"10 Mason StSan Francisco, CA 94102",(415) 986-0426,Yes,No,No,Street,Yes,No,No,No,No,No,Lunch,Yes,Yes,Casual,Divey,Average,Beer & Wine Only,Yes,No,
1399,Morning Fix Cafe,"#1,400 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,,,+1 415-885-7908,4.5 of 5 bubbles,5 of 5 bubbles,5 of 5 bubbles,3 of 5 bubbles,,,6:30 am - 6:00 pm,6:30 am - 6:00 pm,6:30 am - 6:00 pm,6:30 am - 6:00 pm,6:30 am - 6:00 pm,7:00 am - 5:00 pm,7:00 am - 5:00 pm,"1008 Bush St,San Francisco, CA 94109-6214","Address:1008 Bush St,San Francisco, CA 94109-6214Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Nob HillNeighborhood: Nob HillPhone Number:+1 415-885-7908trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",518,The Morning Fix,https://www.yelp.com/ /biz/the-morning-fix-san-francisco,"Cafes,Salad,Breakfast & Brunch",Under $10,4.0 star rating,6:30 am-6:00 pm,6:30 am-6:00 pm,6:30 am-6:00 pm,6:30 am-6:00 pm,6:30 am-6:00 pm,7:00 am-5:00 pm,7:00 am-5:00 pm,"1008 Bush StSan Francisco, CA 94109",,Yes,Yes,No,Street,Yes,Yes,Free,No,No,No,Breakfast,Yes,No,Casual,Casual,Quiet,No,No,No,
14,The Codmother Fish & Chips,"#15 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$,"Seafood,Fast Food,British",+1 415-606-9349,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,,"Takeout, Outdoor Seating, Seating, Wheelchair Accessible",12:00 am - 7:30 pm,,12:00 am - 7:30 pm,12:00 am - 7:30 pm,12:00 am - 7:30 pm,12:00 am - 7:30 pm,12:00 am - 7:30 pm,"496 Beach St,between Jones and Taylor,San Francisco, CA 94133-1102","Address:496 Beach St,between Jones and Taylor,San Francisco, CA 94133-1102Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Fisherman’s WharfNeighborhood: Fisherman’s WharfPhone Number:+1 415-606-9349trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",269,The Codmother Fish and Chips,https://www.yelp.com/ /biz/the-codmother-fish-and-chips-san-francisco,"British,Fish & Chips,Seafood",Under $10,4.5 star rating,11:30 am-5:00 pm,Closed,11:30 am-5:00 pm,11:30 am-5:00 pm,11:30 am-5:00 pm,11:30 am-5:00 pm,11:30 am-5:00 pm,"496 Beach StSan Francisco, CA 94133",(415) 606-9349,Yes,Yes,No,Street,Yes,Yes,No,No,No,No,Lunch,Yes,Yes,Casual,Casual,Average,No,No,No,
1402,Specs' Twelve Adler Museum Cafe,"#1,403 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$,,+1 415-421-4112,3 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,5 of 5 bubbles,,,5:00 pm - 2:00 am,5:00 pm - 2:00 am,5:00 pm - 2:00 am,5:00 pm - 2:00 am,5:00 pm - 2:00 am,5:00 pm - 2:00 am,5:00 pm - 2:00 am,"12 William Saroyan Pl,San Francisco, CA 94133-4400","Address:12 William Saroyan Pl,San Francisco, CA 94133-4400Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;North Beach / Telegraph HillNeighborhood: North Beach / Telegraph HillPhone Number:+1 415-421-4112trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",682,Specs’ Twelve Adler Museum Cafe,https://www.yelp.com/ /biz/specs-twelve-adler-museum-cafe-san-francisco-2,"Bars,Cafes",Under $10,4.0 star rating,4:30 pm-2:00 am,4:30 pm-2:00 am,4:30 pm-2:00 am,4:30 pm-2:00 am,4:30 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,"12 William Saroyan PlSan Francisco, CA 94133",(415) 421-4112,No,No,No,Street,Yes,No,No,No,No,No,Late Night,No,Yes,Casual,Divey,Average,Full Bar,No,No,
1403,Mai's Vienamese Resturant,"#1,404 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$,"Asian,Vietnamese",+1 415-221-3046,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,,"Takeout, Seating, Waitstaff",11:00 am - 3:00 pm,11:00 am - 3:00 pm,11:00 am - 3:00 pm,11:00 am - 3:00 pm,11:00 am - 3:00 pm,11:00 am - 3:00 pm,11:00 am - 3:00 pm,"316 Clement Street,San Francisco, CA","Address:316 Clement Street,San Francisco, CALocation:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;The RichmondNeighborhood: The RichmondPhone Number:+1 415-221-3046trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",699,Mai’s Vietnamese Restaurant,https://www.yelp.com/ /biz/mais-vietnamese-restaurant-san-francisco,Vietnamese,Under $10,4.0 star rating,11:00 am-2:30 pm5:00 pm-8:00 pm,11:00 am-2:30 pm5:00 pm-8:00 pm,11:00 am-2:30 pm5:00 pm-8:00 pm,11:00 am-2:30 pm5:00 pm-8:00 pm,11:00 am-2:30 pm5:00 pm-8:30 pm,11:00 am-2:30 pm5:00 pm-8:30 pm,11:00 am-2:30 pm5:00 pm-8:00 pm,"316 Clement StSan Francisco, CA 94118",(415) 221-3046,Yes,Yes,No,Street,Yes,No,No,No,Yes,No,"Lunch, Dinner",Yes,Yes,Casual,Casual,Quiet,Beer & Wine Only,No,Yes,
1405,King of Thai,"#1,406 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$,"Asian,Thai",+1 415-346-3121,4 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,3.5 of 5 bubbles,,"Takeout, Seating, Waitstaff",,,,,,,,"420 Geary St,San Francisco, CA 94102-1223","Address:420 Geary St,San Francisco, CA 94102-1223Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Union SquareNeighborhood: Union SquarePhone Number:+1 415-346-3121trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",623,Chabaa Thai Cuisine,https://www.yelp.com/ /biz/chabaa-thai-cuisine-san-francisco-2,"Thai,Desserts,Vegan",Under $10,3.5 star rating,11:00 am-3:00 pm4:00 pm-12:00 am,11:00 am-3:00 pm4:00 pm-12:00 am,11:00 am-3:00 pm4:00 pm-12:00 am,11:00 am-3:00 pm4:00 pm-12:00 am,11:00 am-3:00 pm4:00 pm-12:00 am,11:00 am-3:00 pm4:00 pm-12:00 am,11:00 am-3:00 pm4:00 pm-12:00 am,"420 Geary StSan Francisco, CA 94102",(415) 346-3121,Yes,Yes,No,Street,No,No,No,Yes,No,Yes,"Lunch, Dinner",Yes,No,Casual,Casual,Average,Beer & Wine Only,Yes,Yes,
141,Rich Table,"#142 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$$$,International,,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,$31 -$50,"Reservations, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Highchairs Available",5:00 pm - 10:30 pm,5:00 pm - 10:30 pm,5:00 pm - 10:30 pm,5:00 pm - 10:30 pm,5:00 pm - 10:30 pm,5:00 pm - 10:30 pm,5:00 pm - 10:30 pm,"199 Gough St,At Oak Street,San Francisco, CA 94102","Address:199 Gough St,At Oak Street,San Francisco, CA 94102(Oak St)Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Hayes ValleyNeighborhood: Hayes ValleytrkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",1265,Rich Table,http://www.yelp.com/ /biz/rich-table-san-francisco,American (New),$31-60,4.0 star rating,5:00 pm-10:30 pm,5:00 pm-10:30 pm,5:00 pm-10:30 pm,5:00 pm-10:30 pm,5:00 pm-10:30 pm,5:00 pm-10:30 pm,5:00 pm-10:30 pm,"199 Gough StSan Francisco, CA 94102",(415) 355-9085,No,Yes,No,Street,Yes,No,Free,No,Yes,No,Dinner,No,No,Casual,Trendy,Average,Full Bar,No,Yes,
1410,Sushi Zone,"#1,411 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,"Japanese,Sushi,Asian",+1 415-621-1114,4.5 of 5 bubbles,4 of 5 bubbles,4.5 of 5 bubbles,3.5 of 5 bubbles,,"Takeout, Waitstaff",5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,,"1815 Market St Ste 5,Pearl St,San Francisco, CA 94103-1107","Address:1815 Market St Ste 5,Pearl St,San Francisco, CA 94103-1107Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Mission DistrictNeighborhood: Mission DistrictPhone Number:+1 415-621-1114trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",940,Sushi Zone,https://www.yelp.com/ /biz/sushi-zone-san-francisco,"Sushi Bars,Japanese",$11-30,4.0 star rating,Closed,Closed,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-10:00 pm,Closed,"1815 Market StSan Francisco, CA 94103",(415) 621-1114,No,No,No,Street,Yes,No,No,No,No,No,Dinner,No,No,Casual,Casual,Average,Beer & Wine Only,No,Yes,
1411,Poki Time,"#1,412 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,,,4157026333,4.5 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,,,,,,,,,,,"549 Irving St,7th and Irving,San Francisco, CA 94122-2513","Address:549 Irving St,7th and Irving,San Francisco, CA 94122-2513Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:4157026333trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",1167,Poki Time,https://www.yelp.com/ /biz/poki-time-san-francisco,"Hawaiian,Seafood,Poke",$11-30,4.0 star rating,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-9:00 pm,"549 Irving StSan Francisco, CA 94122",(415) 702-6333,Yes,Yes,No,Street,Yes,No,No,No,No,No,Lunch,Yes,Yes,Casual,Casual,Average,No,No,No,
